,plant_id,rs,rb
7157,7365,s130,p46
7158,7366,s130,p46
7159,7367,s130,p46
7160,7379,s130,p46
7161,7380,s130,p46
7162,7381,s130,p46
7163,7382,s130,p46
7164,7383,s130,p46
7165,6974,s197,p75
7166,6977,s197,p75
7167,6978,s197,p75
7168,7057,s197,p75
7169,7058,s197,p75
7170,7059,s197,p75
7171,7060,s197,p75
7172,7110,s197,p75
7173,7224,s197,p75
7174,7312,s197,p75
7175,7315,s197,p75
7176,7358,s197,p75
7177,7359,s197,p75
7178,7360,s197,p75
7179,7417,s197,p75
7180,13602,s197,p75
7181,6983,s196,p76
7182,6984,s196,p76
7183,6985,s196,p76
7184,7014,s196,p76
7185,7015,s196,p76
7186,7016,s196,p76
7187,7061,s196,p76
7188,7062,s196,p76
7189,7090,s196,p76
7190,7100,s196,p76
7191,7101,s196,p76
7192,7102,s196,p76
7193,7103,s196,p76
7194,7124,s196,p76
7195,7125,s196,p76
7196,7126,s196,p76
7197,7222,s196,p76
7198,7223,s196,p76
7199,7263,s196,p76
7200,7264,s196,p76
7201,7265,s196,p76
7202,7289,s196,p76
7203,7291,s196,p76
7204,7384,s196,p76
7205,7385,s196,p76
7206,7405,s196,p76
7207,7406,s196,p76
7208,7407,s196,p76
7209,6992,s193,p76
7210,6993,s193,p76
7211,6994,s193,p76
7212,6995,s193,p76
7213,6999,s193,p76
7214,7000,s193,p76
7215,7001,s193,p76
7216,7002,s193,p76
7217,7003,s193,p76
7218,7004,s193,p76
7219,7030,s193,p76
7220,7031,s193,p76
7221,7050,s193,p76
7222,7051,s193,p76
7223,7052,s193,p76
7224,7053,s193,p76
7225,7092,s193,p76
7226,7093,s193,p76
7227,7095,s193,p76
7228,7096,s193,p76
7229,7097,s193,p76
7230,7098,s193,p76
7231,7099,s193,p76
7232,7104,s193,p76
7233,7105,s193,p76
7234,7106,s193,p76
7235,7107,s193,p76
7236,7108,s193,p76
7237,7109,s193,p76
7238,7118,s193,p76
7239,7119,s193,p76
7240,7120,s193,p76
7241,7121,s193,p76
7242,7122,s193,p76
7243,7123,s193,p76
7244,7160,s193,p76
7245,7161,s193,p76
7246,7162,s193,p76
7247,7163,s193,p76
7248,7175,s193,p76
7249,7176,s193,p76
7250,7182,s193,p76
7251,7229,s193,p76
7252,7249,s193,p76
7253,7252,s193,p76
7254,7253,s193,p76
7255,7254,s193,p76
7256,7255,s193,p76
7257,7256,s193,p76
7258,7257,s193,p76
7259,7268,s193,p76
7260,7269,s193,p76
7261,7270,s193,p76
7262,7271,s193,p76
7263,7290,s193,p76
7264,7313,s193,p76
7265,7314,s193,p76
7266,7331,s193,p76
7267,7332,s193,p76
7268,7333,s193,p76
7269,7334,s193,p76
7270,7339,s193,p76
7271,7340,s193,p76
7272,7341,s193,p76
7273,7342,s193,p76
7274,7343,s193,p76
7275,7414,s193,p76
7276,7415,s193,p76
7277,7416,s193,p76
7278,13604,s193,p76
7279,7035,s194,p77
7280,7036,s194,p77
7281,7037,s194,p77
7282,7038,s194,p77
7283,7039,s194,p77
7284,7040,s194,p77
7285,7086,s194,p77
7286,7089,s194,p77
7287,7201,s194,p77
7288,7202,s194,p77
7289,7206,s194,p77
7290,7298,s194,p77
7291,7353,s194,p77
7292,7374,s194,p77
7293,7375,s194,p77
7294,7386,s194,p77
7295,7387,s194,p77
7296,7388,s194,p77
7297,7389,s194,p77
7298,7390,s194,p77
7299,7391,s194,p77
7300,7392,s194,p77
7301,8148,s194,p77
7302,8149,s194,p77
7303,8314,s194,p77
7304,8315,s194,p77
7305,8316,s194,p77
7306,8317,s194,p77
7307,8318,s194,p77
7308,8319,s194,p77
7309,8320,s194,p77
7310,8321,s194,p77
7311,7041,s131,p46
7312,7042,s131,p46
7313,7094,s131,p46
7314,7185,s131,p46
7315,7186,s131,p46
7316,7393,s131,p46
7317,7394,s131,p46
7318,7395,s131,p46
7319,7396,s131,p46
7320,7397,s131,p46
7321,7398,s131,p46
7322,7070,s198,p79
7323,7071,s198,p79
7324,7091,s198,p79
7325,7112,s198,p79
7326,7113,s198,p79
7327,7114,s198,p79
7328,7131,s198,p79
7329,7132,s198,p79
7330,7133,s198,p79
7331,7144,s198,p79
7332,7177,s198,p79
7333,7178,s198,p79
7334,7179,s198,p79
7335,7180,s198,p79
7336,7193,s198,p79
7337,7194,s198,p79
7338,7213,s198,p79
7339,7215,s198,p79
7340,7216,s198,p79
7341,7217,s198,p79
7342,7218,s198,p79
7343,7219,s198,p79
7344,7240,s198,p79
7345,7250,s198,p79
7346,7251,s198,p79
7347,7266,s198,p79
7348,7267,s198,p79
7349,7316,s198,p79
7350,7320,s198,p79
7351,7321,s198,p79
7352,7354,s198,p79
7353,7355,s198,p79
7354,7356,s198,p79
7355,7357,s198,p79
7356,7368,s198,p79
7357,7369,s198,p79
7358,7370,s198,p79
7359,7371,s198,p79
7360,7408,s198,p79
7361,7409,s198,p79
7362,7410,s198,p79
7363,7411,s198,p79
7364,7412,s198,p79
7365,7413,s198,p79
7366,13666,s198,p79
7367,7072,s195,p78
7368,7111,s195,p78
7369,7115,s195,p78
7370,7117,s195,p78
7371,7135,s195,p78
7372,7136,s195,p78
7373,7137,s195,p78
7374,7183,s195,p78
7375,7184,s195,p78
7376,7214,s195,p78
7377,7225,s195,p78
7378,7226,s195,p78
7379,7227,s195,p78
7380,7228,s195,p78
7381,7317,s195,p78
7382,7318,s195,p78
7383,7319,s195,p78
7384,7337,s195,p78
7385,7338,s195,p78
7386,7363,s195,p78
7387,7364,s195,p78
7388,13667,s195,p78
7389,7073,s129,p46
7390,7074,s129,p46
7391,7075,s129,p46
7392,7076,s129,p46
7393,7134,s129,p46
7394,7187,s129,p46
7395,7188,s129,p46
7396,7189,s129,p46
7397,7190,s129,p46
7398,7191,s129,p46
7399,7192,s129,p46
7400,7305,s129,p46
7401,7306,s129,p46
7402,7307,s129,p46
7403,7308,s129,p46
7404,7322,s129,p46
7405,7323,s129,p46
7406,13601,s129,p46
7407,7220,s177,p69
7408,7221,s177,p69
7409,8010,s177,p69
7410,8057,s177,p69
7411,8058,s177,p69
7412,8059,s177,p69
7413,8060,s177,p69
7414,8061,s177,p69
7415,8106,s177,p69
7416,8107,s177,p69
7417,8247,s177,p69
7418,8248,s177,p69
7419,8249,s177,p69
7420,8250,s177,p69
7421,8251,s177,p69
7422,8252,s177,p69
7423,8279,s177,p69
7424,8396,s177,p69
7425,8397,s177,p69
7426,8398,s177,p69
7427,8415,s177,p69
7428,8416,s177,p69
7429,8505,s177,p69
7430,8506,s177,p69
7431,8507,s177,p69
7432,8508,s177,p69
7433,8509,s177,p69
7434,13632,s177,p69
7435,13748,s177,p69
7436,7418,s124,p43
7437,7419,s124,p43
7438,7420,s124,p43
7439,7429,s124,p43
7440,7430,s124,p43
7441,7431,s124,p43
7442,7432,s124,p43
7443,7433,s124,p43
7444,7434,s124,p43
7445,7435,s124,p43
7446,7436,s124,p43
7447,7452,s124,p43
7448,7453,s124,p43
7449,7454,s124,p43
7450,7455,s124,p43
7451,7456,s124,p43
7452,7493,s124,p43
7453,7494,s124,p43
7454,7495,s124,p43
7455,7530,s124,p43
7456,7531,s124,p43
7457,7532,s124,p43
7458,7533,s124,p43
7459,7534,s124,p43
7460,7614,s124,p43
7461,7615,s124,p43
7462,7616,s124,p43
7463,7617,s124,p43
7464,7618,s124,p43
7465,7619,s124,p43
7466,7799,s124,p43
7467,7800,s124,p43
7468,7801,s124,p43
7469,13646,s124,p43
7470,7421,s120,p42
7471,7423,s120,p42
7472,7424,s120,p42
7473,7425,s120,p42
7474,7457,s120,p42
7475,7462,s120,p42
7476,7463,s120,p42
7477,7491,s120,p42
7478,7492,s120,p42
7479,7498,s120,p42
7480,7499,s120,p42
7481,7500,s120,p42
7482,7501,s120,p42
7483,7502,s120,p42
7484,7524,s120,p42
7485,7525,s120,p42
7486,7535,s120,p42
7487,7536,s120,p42
7488,7537,s120,p42
7489,7538,s120,p42
7490,7539,s120,p42
7491,7540,s120,p42
7492,7541,s120,p42
7493,7542,s120,p42
7494,7553,s120,p42
7495,7554,s120,p42
7496,7555,s120,p42
7497,7556,s120,p42
7498,13543,s120,p42
7499,7422,s126,p43
7500,7441,s126,p43
7501,7442,s126,p43
7502,7443,s126,p43
7503,7444,s126,p43
7504,7445,s126,p43
7505,7464,s126,p43
7506,7465,s126,p43
7507,7466,s126,p43
7508,7467,s126,p43
7509,7468,s126,p43
7510,7469,s126,p43
7511,7470,s126,p43
7512,7471,s126,p43
7513,7478,s126,p43
7514,7479,s126,p43
7515,7480,s126,p43
7516,7503,s126,p43
7517,7504,s126,p43
7518,7505,s126,p43
7519,7506,s126,p43
7520,7507,s126,p43
7521,7508,s126,p43
7522,7509,s126,p43
7523,7510,s126,p43
7524,7511,s126,p43
7525,7512,s126,p43
7526,7513,s126,p43
7527,7514,s126,p43
7528,7550,s126,p43
7529,7575,s126,p43
7530,7657,s126,p43
7531,7658,s126,p43
7532,7659,s126,p43
7533,7660,s126,p43
7534,7721,s126,p43
7535,7855,s126,p43
7536,7856,s126,p43
7537,7857,s126,p43
7538,13645,s126,p43
7539,7426,s121,p43
7540,7427,s121,p43
7541,7428,s121,p43
7542,7437,s121,p43
7543,7438,s121,p43
7544,7439,s121,p43
7545,7440,s121,p43
7546,7529,s121,p43
7547,7544,s121,p43
7548,7545,s121,p43
7549,7546,s121,p43
7550,7547,s121,p43
7551,7551,s121,p43
7552,7552,s121,p43
7553,7574,s121,p43
7554,7661,s121,p43
7555,7662,s121,p43
7556,7663,s121,p43
7557,7664,s121,p43
7558,7738,s121,p43
7559,7739,s121,p43
7560,7740,s121,p43
7561,7741,s121,p43
7562,7742,s121,p43
7563,7923,s121,p43
7564,7924,s121,p43
7565,7925,s121,p43
7566,13545,s121,p43
7567,7446,s125,p43
7568,7447,s125,p43
7569,7448,s125,p43
7570,7449,s125,p43
7571,7450,s125,p43
7572,7451,s125,p43
7573,7458,s125,p43
7574,7459,s125,p43
7575,7460,s125,p43
7576,7461,s125,p43
7577,7472,s125,p43
7578,7473,s125,p43
7579,7474,s125,p43
7580,7475,s125,p43
7581,7476,s125,p43
7582,7477,s125,p43
7583,7481,s125,p43
7584,7482,s125,p43
7585,7483,s125,p43
7586,7484,s125,p43
7587,7485,s125,p43
7588,7486,s125,p43
7589,7487,s125,p43
7590,7488,s125,p43
7591,7489,s125,p43
7592,7490,s125,p43
7593,7515,s125,p43
7594,7516,s125,p43
7595,7517,s125,p43
7596,7518,s125,p43
7597,7519,s125,p43
7598,7520,s125,p43
7599,7521,s125,p43
7600,7522,s125,p43
7601,7523,s125,p43
7602,7526,s125,p43
7603,7527,s125,p43
7604,7528,s125,p43
7605,13542,s125,p43
7606,7543,s99,p37
7607,7548,s99,p37
7608,7549,s99,p37
7609,10315,s99,p37
7610,10316,s99,p37
7611,10317,s99,p37
7612,10318,s99,p37
7613,10319,s99,p37
7614,10332,s99,p37
7615,10333,s99,p37
7616,10334,s99,p37
7617,10352,s99,p37
7618,10353,s99,p37
7619,10369,s99,p37
7620,10370,s99,p37
7621,7557,s123,p44
7622,7558,s123,p44
7623,7559,s123,p44
7624,7560,s123,p44
7625,7561,s123,p44
7626,7593,s123,p44
7627,7594,s123,p44
7628,7595,s123,p44
7629,7596,s123,p44
7630,7597,s123,p44
7631,7608,s123,p44
7632,7609,s123,p44
7633,7610,s123,p44
7634,7611,s123,p44
7635,7612,s123,p44
7636,7613,s123,p44
7637,7641,s123,p44
7638,7642,s123,p44
7639,7643,s123,p44
7640,7650,s123,p44
7641,7668,s123,p44
7642,7694,s123,p44
7643,7695,s123,p44
7644,7696,s123,p44
7645,7701,s123,p44
7646,7702,s123,p44
7647,7706,s123,p44
7648,7707,s123,p44
7649,7708,s123,p44
7650,7709,s123,p44
7651,7710,s123,p44
7652,7711,s123,p44
7653,7712,s123,p44
7654,7713,s123,p44
7655,7714,s123,p44
7656,7715,s123,p44
7657,7716,s123,p44
7658,7744,s123,p44
7659,7745,s123,p44
7660,7746,s123,p44
7661,7747,s123,p44
7662,7748,s123,p44
7663,7749,s123,p44
7664,7765,s123,p44
7665,7766,s123,p44
7666,7767,s123,p44
7667,7768,s123,p44
7668,7769,s123,p44
7669,7775,s123,p44
7670,7789,s123,p44
7671,7790,s123,p44
7672,7791,s123,p44
7673,7792,s123,p44
7674,7794,s123,p44
7675,7819,s123,p44
7676,7822,s123,p44
7677,7826,s123,p44
7678,7827,s123,p44
7679,7828,s123,p44
7680,7851,s123,p44
7681,7859,s123,p44
7682,7860,s123,p44
7683,7863,s123,p44
7684,7868,s123,p44
7685,7880,s123,p44
7686,7885,s123,p44
7687,7886,s123,p44
7688,7887,s123,p44
7689,7888,s123,p44
7690,7889,s123,p44
7691,7890,s123,p44
7692,7891,s123,p44
7693,7900,s123,p44
7694,7916,s123,p44
7695,7917,s123,p44
7696,7918,s123,p44
7697,7926,s123,p44
7698,7927,s123,p44
7699,7928,s123,p44
7700,7929,s123,p44
7701,7936,s123,p44
7702,7941,s123,p44
7703,7942,s123,p44
7704,7943,s123,p44
7705,7953,s123,p44
7706,7960,s123,p44
7707,7961,s123,p44
7708,13707,s123,p44
7709,13751,s123,p44
7710,7562,s176,p68
7711,7563,s176,p68
7712,7564,s176,p68
7713,7565,s176,p68
7714,7566,s176,p68
7715,7567,s176,p68
7716,7576,s176,p68
7717,7577,s176,p68
7718,7578,s176,p68
7719,7579,s176,p68
7720,7580,s176,p68
7721,7581,s176,p68
7722,7591,s176,p68
7723,7598,s176,p68
7724,7599,s176,p68
7725,7600,s176,p68
7726,7601,s176,p68
7727,7602,s176,p68
7728,7603,s176,p68
7729,7620,s176,p68
7730,7631,s176,p68
7731,7632,s176,p68
7732,7633,s176,p68
7733,7634,s176,p68
7734,7635,s176,p68
7735,7636,s176,p68
7736,7640,s176,p68
7737,7646,s176,p68
7738,7647,s176,p68
7739,7653,s176,p68
7740,7654,s176,p68
7741,7655,s176,p68
7742,7656,s176,p68
7743,7667,s176,p68
7744,7681,s176,p68
7745,7682,s176,p68
7746,7683,s176,p68
7747,7690,s176,p68
7748,7691,s176,p68
7749,7692,s176,p68
7750,7699,s176,p68
7751,7726,s176,p68
7752,7727,s176,p68
7753,7728,s176,p68
7754,7729,s176,p68
7755,7730,s176,p68
7756,7750,s176,p68
7757,7751,s176,p68
7758,7752,s176,p68
7759,7753,s176,p68
7760,7754,s176,p68
7761,7755,s176,p68
7762,7756,s176,p68
7763,7757,s176,p68
7764,7758,s176,p68
7765,7762,s176,p68
7766,7763,s176,p68
7767,7764,s176,p68
7768,7770,s176,p68
7769,7771,s176,p68
7770,7772,s176,p68
7771,7773,s176,p68
7772,7774,s176,p68
7773,7776,s176,p68
7774,7777,s176,p68
7775,7778,s176,p68
7776,7779,s176,p68
7777,7780,s176,p68
7778,7781,s176,p68
7779,7784,s176,p68
7780,7785,s176,p68
7781,7786,s176,p68
7782,7787,s176,p68
7783,7788,s176,p68
7784,7793,s176,p68
7785,7820,s176,p68
7786,7821,s176,p68
7787,7834,s176,p68
7788,7840,s176,p68
7789,7841,s176,p68
7790,7842,s176,p68
7791,7853,s176,p68
7792,7854,s176,p68
7793,7858,s176,p68
7794,7864,s176,p68
7795,7865,s176,p68
7796,7866,s176,p68
7797,7867,s176,p68
7798,7869,s176,p68
7799,7870,s176,p68
7800,7871,s176,p68
7801,7892,s176,p68
7802,7893,s176,p68
7803,7901,s176,p68
7804,7902,s176,p68
7805,7903,s176,p68
7806,7904,s176,p68
7807,7907,s176,p68
7808,7908,s176,p68
7809,7909,s176,p68
7810,7910,s176,p68
7811,7911,s176,p68
7812,7912,s176,p68
7813,7913,s176,p68
7814,7914,s176,p68
7815,7915,s176,p68
7816,7919,s176,p68
7817,7920,s176,p68
7818,7921,s176,p68
7819,7922,s176,p68
7820,7930,s176,p68
7821,7931,s176,p68
7822,7944,s176,p68
7823,7954,s176,p68
7824,7955,s176,p68
7825,7956,s176,p68
7826,7957,s176,p68
7827,7958,s176,p68
7828,7959,s176,p68
7829,7962,s176,p68
7830,7963,s176,p68
7831,7964,s176,p68
7832,7965,s176,p68
7833,7972,s176,p68
7834,7982,s176,p68
7835,7983,s176,p68
7836,7984,s176,p68
7837,7985,s176,p68
7838,7986,s176,p68
7839,7987,s176,p68
7840,7988,s176,p68
7841,7989,s176,p68
7842,7990,s176,p68
7843,7991,s176,p68
7844,7992,s176,p68
7845,13647,s176,p68
7846,7568,s128,p43
7847,7569,s128,p43
7848,7570,s128,p43
7849,7571,s128,p43
7850,7572,s128,p43
7851,7573,s128,p43
7852,7582,s128,p43
7853,7583,s128,p43
7854,7584,s128,p43
7855,7585,s128,p43
7856,7622,s128,p43
7857,7623,s128,p43
7858,7624,s128,p43
7859,7637,s128,p43
7860,7638,s128,p43
7861,7639,s128,p43
7862,7644,s128,p43
7863,7645,s128,p43
7864,7648,s128,p43
7865,7649,s128,p43
7866,7651,s128,p43
7867,7652,s128,p43
7868,7703,s128,p43
7869,7704,s128,p43
7870,7705,s128,p43
7871,7718,s128,p43
7872,7719,s128,p43
7873,7720,s128,p43
7874,7731,s128,p43
7875,7732,s128,p43
7876,7733,s128,p43
7877,7734,s128,p43
7878,7735,s128,p43
7879,7736,s128,p43
7880,7743,s128,p43
7881,7782,s128,p43
7882,7783,s128,p43
7883,7823,s128,p43
7884,7824,s128,p43
7885,7825,s128,p43
7886,7861,s128,p43
7887,7862,s128,p43
7888,7876,s128,p43
7889,7877,s128,p43
7890,7878,s128,p43
7891,7879,s128,p43
7892,7881,s128,p43
7893,7882,s128,p43
7894,7883,s128,p43
7895,7884,s128,p43
7896,7932,s128,p43
7897,7933,s128,p43
7898,7934,s128,p43
7899,7935,s128,p43
7900,7951,s128,p43
7901,7952,s128,p43
7902,7978,s128,p43
7903,7979,s128,p43
7904,7980,s128,p43
7905,7981,s128,p43
7906,7586,s127,p43
7907,7587,s127,p43
7908,7588,s127,p43
7909,7589,s127,p43
7910,7590,s127,p43
7911,7592,s127,p43
7912,7605,s127,p43
7913,7606,s127,p43
7914,7607,s127,p43
7915,7625,s127,p43
7916,7626,s127,p43
7917,7627,s127,p43
7918,7628,s127,p43
7919,7629,s127,p43
7920,7630,s127,p43
7921,7665,s127,p43
7922,7666,s127,p43
7923,7669,s127,p43
7924,7670,s127,p43
7925,7671,s127,p43
7926,7672,s127,p43
7927,7673,s127,p43
7928,7674,s127,p43
7929,7675,s127,p43
7930,7676,s127,p43
7931,7677,s127,p43
7932,7678,s127,p43
7933,7679,s127,p43
7934,7680,s127,p43
7935,7684,s127,p43
7936,7685,s127,p43
7937,7686,s127,p43
7938,7687,s127,p43
7939,7688,s127,p43
7940,7689,s127,p43
7941,7693,s127,p43
7942,7697,s127,p43
7943,7698,s127,p43
7944,7717,s127,p43
7945,7722,s127,p43
7946,7723,s127,p43
7947,7724,s127,p43
7948,7725,s127,p43
7949,7795,s127,p43
7950,7802,s127,p43
7951,7803,s127,p43
7952,7804,s127,p43
7953,7805,s127,p43
7954,7806,s127,p43
7955,7807,s127,p43
7956,7808,s127,p43
7957,7809,s127,p43
7958,7829,s127,p43
7959,7830,s127,p43
7960,7831,s127,p43
7961,7832,s127,p43
7962,7833,s127,p43
7963,7835,s127,p43
7964,7836,s127,p43
7965,7837,s127,p43
7966,7838,s127,p43
7967,7839,s127,p43
7968,7843,s127,p43
7969,7844,s127,p43
7970,7845,s127,p43
7971,7846,s127,p43
7972,7847,s127,p43
7973,7848,s127,p43
7974,7849,s127,p43
7975,7850,s127,p43
7976,7852,s127,p43
7977,7872,s127,p43
7978,7873,s127,p43
7979,7874,s127,p43
7980,7875,s127,p43
7981,7894,s127,p43
7982,7895,s127,p43
7983,7896,s127,p43
7984,7897,s127,p43
7985,7898,s127,p43
7986,7899,s127,p43
7987,7905,s127,p43
7988,7906,s127,p43
7989,7938,s127,p43
7990,7939,s127,p43
7991,7940,s127,p43
7992,7945,s127,p43
7993,7946,s127,p43
7994,7947,s127,p43
7995,7948,s127,p43
7996,7949,s127,p43
7997,7950,s127,p43
7998,7973,s127,p43
7999,7974,s127,p43
8000,7975,s127,p43
8001,7976,s127,p43
8002,7977,s127,p43
8003,13544,s127,p43
8004,7604,s122,p44
8005,7759,s122,p44
8006,7760,s122,p44
8007,7761,s122,p44
8008,7796,s122,p44
8009,7797,s122,p44
8010,7798,s122,p44
8011,7810,s122,p44
8012,7811,s122,p44
8013,7812,s122,p44
8014,7937,s122,p44
8015,7621,s112,p38
8016,7993,s112,p38
8017,10258,s112,p38
8018,10259,s112,p38
8019,10262,s112,p38
8020,10265,s112,p38
8021,10280,s112,p38
8022,10281,s112,p38
8023,10282,s112,p38
8024,10283,s112,p38
8025,10284,s112,p38
8026,10285,s112,p38
8027,10286,s112,p38
8028,13747,s112,p38
8029,13749,s112,p38
8030,7700,s128,p43
8031,7737,s128,p43
8032,7813,s128,p43
8033,7814,s128,p43
8034,7815,s128,p43
8035,7816,s128,p43
8036,7817,s128,p43
8037,7818,s128,p43
8038,7966,s128,p43
8039,7967,s128,p43
8040,7968,s128,p43
8041,7969,s128,p43
8042,7970,s128,p43
8043,7971,s128,p43
8044,7994,s180,p70
8045,8004,s180,p70
8046,8005,s180,p70
8047,8006,s180,p70
8048,8030,s180,p70
8049,8031,s180,p70
8050,8053,s180,p70
8051,8054,s180,p70
8052,8055,s180,p70
8053,8056,s180,p70
8054,8142,s180,p70
8055,8143,s180,p70
8056,8144,s180,p70
8057,8145,s180,p70
8058,8161,s180,p70
8059,8189,s180,p70
8060,8190,s180,p70
8061,8191,s180,p70
8062,8192,s180,p70
8063,8193,s180,p70
8064,8194,s180,p70
8065,8196,s180,p70
8066,8197,s180,p70
8067,8198,s180,p70
8068,8199,s180,p70
8069,8200,s180,p70
8070,8256,s180,p70
8071,8257,s180,p70
8072,8258,s180,p70
8073,8260,s180,p70
8074,8261,s180,p70
8075,8262,s180,p70
8076,8309,s180,p70
8077,8310,s180,p70
8078,8322,s180,p70
8079,8323,s180,p70
8080,8324,s180,p70
8081,8333,s180,p70
8082,8334,s180,p70
8083,8335,s180,p70
8084,8336,s180,p70
8085,8337,s180,p70
8086,8338,s180,p70
8087,8368,s180,p70
8088,8387,s180,p70
8089,8399,s180,p70
8090,8414,s180,p70
8091,8442,s180,p70
8092,8443,s180,p70
8093,8477,s180,p70
8094,8478,s180,p70
8095,8479,s180,p70
8096,8480,s180,p70
8097,8481,s180,p70
8098,13728,s180,p70
8099,13739,s180,p70
8100,13760,s180,p70
8101,13761,s180,p70
8102,7995,s179,p70
8103,7996,s179,p70
8104,7997,s179,p70
8105,8067,s179,p70
8106,8068,s179,p70
8107,8090,s179,p70
8108,8091,s179,p70
8109,8092,s179,p70
8110,8093,s179,p70
8111,8094,s179,p70
8112,8095,s179,p70
8113,8100,s179,p70
8114,8229,s179,p70
8115,8230,s179,p70
8116,8231,s179,p70
8117,8232,s179,p70
8118,8341,s179,p70
8119,8342,s179,p70
8120,8403,s179,p70
8121,8404,s179,p70
8122,8405,s179,p70
8123,8406,s179,p70
8124,8407,s179,p70
8125,8408,s179,p70
8126,8409,s179,p70
8127,8410,s179,p70
8128,8411,s179,p70
8129,8423,s179,p70
8130,8424,s179,p70
8131,8425,s179,p70
8132,8426,s179,p70
8133,8427,s179,p70
8134,8428,s179,p70
8135,8439,s179,p70
8136,8445,s179,p70
8137,8446,s179,p70
8138,8447,s179,p70
8139,8448,s179,p70
8140,8471,s179,p70
8141,8472,s179,p70
8142,8473,s179,p70
8143,8474,s179,p70
8144,8475,s179,p70
8145,8476,s179,p70
8146,13763,s179,p70
8147,7998,s178,p70
8148,7999,s178,p70
8149,8000,s178,p70
8150,8001,s178,p70
8151,8002,s178,p70
8152,8003,s178,p70
8153,8033,s178,p70
8154,8034,s178,p70
8155,8035,s178,p70
8156,8036,s178,p70
8157,8037,s178,p70
8158,8038,s178,p70
8159,8096,s178,p70
8160,8097,s178,p70
8161,8098,s178,p70
8162,8099,s178,p70
8163,8108,s178,p70
8164,8109,s178,p70
8165,8113,s178,p70
8166,8114,s178,p70
8167,8130,s178,p70
8168,8131,s178,p70
8169,8132,s178,p70
8170,8150,s178,p70
8171,8151,s178,p70
8172,8154,s178,p70
8173,8155,s178,p70
8174,8156,s178,p70
8175,8157,s178,p70
8176,8158,s178,p70
8177,8159,s178,p70
8178,8165,s178,p70
8179,8166,s178,p70
8180,8167,s178,p70
8181,8171,s178,p70
8182,8172,s178,p70
8183,8173,s178,p70
8184,8174,s178,p70
8185,8182,s178,p70
8186,8195,s178,p70
8187,8201,s178,p70
8188,8202,s178,p70
8189,8203,s178,p70
8190,8204,s178,p70
8191,8205,s178,p70
8192,8206,s178,p70
8193,8219,s178,p70
8194,8220,s178,p70
8195,8223,s178,p70
8196,8224,s178,p70
8197,8225,s178,p70
8198,8241,s178,p70
8199,8253,s178,p70
8200,8254,s178,p70
8201,8255,s178,p70
8202,8349,s178,p70
8203,8350,s178,p70
8204,8351,s178,p70
8205,8417,s178,p70
8206,8418,s178,p70
8207,8419,s178,p70
8208,8420,s178,p70
8209,8421,s178,p70
8210,8422,s178,p70
8211,8435,s178,p70
8212,8436,s178,p70
8213,8437,s178,p70
8214,8438,s178,p70
8215,8461,s178,p70
8216,8462,s178,p70
8217,8501,s178,p70
8218,8502,s178,p70
8219,8503,s178,p70
8220,8504,s178,p70
8221,13508,s178,p70
8222,13753,s178,p70
8223,13762,s178,p70
8224,13826,s178,p70
8225,13857,s178,p70
8226,13858,s178,p70
8227,8007,s133,p69
8228,8008,s133,p69
8229,8009,s133,p69
8230,8101,s133,p69
8231,8102,s133,p69
8232,8103,s133,p69
8233,8129,s133,p69
8234,8179,s133,p69
8235,8180,s133,p69
8236,8181,s133,p69
8237,8183,s133,p69
8238,8184,s133,p69
8239,8185,s133,p69
8240,8207,s133,p69
8241,8208,s133,p69
8242,8209,s133,p69
8243,8210,s133,p69
8244,8211,s133,p69
8245,8212,s133,p69
8246,8237,s133,p69
8247,8238,s133,p69
8248,8239,s133,p69
8249,8240,s133,p69
8250,8286,s133,p69
8251,8299,s133,p69
8252,8300,s133,p69
8253,8301,s133,p69
8254,8340,s133,p69
8255,8352,s133,p69
8256,8353,s133,p69
8257,8354,s133,p69
8258,8355,s133,p69
8259,8440,s133,p69
8260,8441,s133,p69
8261,8495,s133,p69
8262,8496,s133,p69
8263,8497,s133,p69
8264,8498,s133,p69
8265,8499,s133,p69
8266,8500,s133,p69
8267,8011,s132,p45
8268,8012,s132,p45
8269,8013,s132,p45
8270,8014,s132,p45
8271,8015,s132,p45
8272,8016,s132,p45
8273,8017,s132,p45
8274,8018,s132,p45
8275,8019,s132,p45
8276,8020,s132,p45
8277,8021,s132,p45
8278,8022,s132,p45
8279,8039,s132,p45
8280,8062,s132,p45
8281,8063,s132,p45
8282,8064,s132,p45
8283,8065,s132,p45
8284,8066,s132,p45
8285,8071,s132,p45
8286,8072,s132,p45
8287,8073,s132,p45
8288,8074,s132,p45
8289,8075,s132,p45
8290,8076,s132,p45
8291,8077,s132,p45
8292,8104,s132,p45
8293,8105,s132,p45
8294,8121,s132,p45
8295,8122,s132,p45
8296,8123,s132,p45
8297,8128,s132,p45
8298,8133,s132,p45
8299,8134,s132,p45
8300,8136,s132,p45
8301,8137,s132,p45
8302,8138,s132,p45
8303,8139,s132,p45
8304,8140,s132,p45
8305,8146,s132,p45
8306,8147,s132,p45
8307,8152,s132,p45
8308,8153,s132,p45
8309,8160,s132,p45
8310,8162,s132,p45
8311,8163,s132,p45
8312,8164,s132,p45
8313,8175,s132,p45
8314,8176,s132,p45
8315,8177,s132,p45
8316,8178,s132,p45
8317,8186,s132,p45
8318,8187,s132,p45
8319,8188,s132,p45
8320,8215,s132,p45
8321,8216,s132,p45
