,plant_id,rs,rb
2740,2923,s304,p99
2741,2938,s304,p99
2742,2939,s304,p99
2743,2963,s304,p99
2744,2964,s304,p99
2745,2967,s304,p99
2746,2968,s304,p99
2747,2969,s304,p99
2748,2970,s304,p99
2749,2971,s304,p99
2750,2981,s304,p99
2751,2989,s304,p99
2752,2990,s304,p99
2753,2991,s304,p99
2754,3014,s304,p99
2755,3015,s304,p99
2756,3016,s304,p99
2757,3167,s304,p99
2758,13594,s304,p99
2759,13595,s304,p99
2760,13598,s304,p99
2761,13660,s304,p99
2762,13661,s304,p99
2763,13674,s304,p99
2764,13769,s304,p99
2765,13795,s304,p99
2766,13796,s304,p99
2767,13797,s304,p99
2768,2759,s245,p118
2769,2768,s245,p118
2770,2778,s245,p118
2771,2779,s245,p118
2772,2821,s245,p118
2773,2822,s245,p118
2774,2823,s245,p118
2775,2827,s245,p118
2776,2828,s245,p118
2777,2829,s245,p118
2778,2830,s245,p118
2779,2831,s245,p118
2780,2843,s245,p118
2781,2844,s245,p118
2782,2846,s245,p118
2783,2847,s245,p118
2784,2848,s245,p118
2785,2849,s245,p118
2786,2850,s245,p118
2787,2851,s245,p118
2788,2852,s245,p118
2789,2853,s245,p118
2790,2864,s245,p118
2791,2865,s245,p118
2792,2886,s245,p118
2793,2760,s243,p118
2794,2761,s243,p118
2795,2773,s243,p118
2796,2774,s243,p118
2797,2775,s243,p118
2798,2803,s243,p118
2799,2804,s243,p118
2800,2835,s243,p118
2801,2836,s243,p118
2802,2837,s243,p118
2803,2838,s243,p118
2804,2845,s243,p118
2805,2868,s243,p118
2806,2869,s243,p118
2807,2870,s243,p118
2808,2871,s243,p118
2809,2872,s243,p118
2810,2765,s244,p118
2811,2766,s244,p118
2812,2767,s244,p118
2813,2769,s244,p118
2814,2770,s244,p118
2815,2771,s244,p118
2816,2772,s244,p118
2817,2776,s244,p118
2818,2777,s244,p118
2819,2805,s244,p118
2820,2824,s244,p118
2821,2825,s244,p118
2822,2826,s244,p118
2823,2839,s244,p118
2824,2840,s244,p118
2825,2841,s244,p118
2826,2842,s244,p118
2827,2854,s244,p118
2828,2855,s244,p118
2829,2856,s244,p118
2830,2857,s244,p118
2831,2873,s244,p118
2832,2874,s244,p118
2833,2875,s244,p118
2834,2878,s244,p118
2835,2879,s244,p118
2836,2880,s244,p118
2837,2881,s244,p118
2838,13626,s244,p118
2839,2782,s300,p99
2840,2788,s300,p99
2841,2789,s300,p99
2842,2790,s300,p99
2843,2791,s300,p99
2844,2792,s300,p99
2845,2793,s300,p99
2846,2794,s300,p99
2847,2795,s300,p99
2848,2796,s300,p99
2849,2800,s300,p99
2850,2801,s300,p99
2851,2802,s300,p99
2852,2808,s300,p99
2853,2809,s300,p99
2854,2810,s300,p99
2855,2815,s300,p99
2856,2816,s300,p99
2857,2817,s300,p99
2858,2818,s300,p99
2859,2819,s300,p99
2860,2820,s300,p99
2861,2858,s300,p99
2862,2859,s300,p99
2863,2860,s300,p99
2864,2861,s300,p99
2865,2876,s300,p99
2866,2877,s300,p99
2867,13593,s300,p99
2868,2882,s301,p100
2869,2883,s301,p100
2870,2884,s301,p100
2871,2885,s301,p100
2872,2893,s306,p99
2873,2894,s306,p99
2874,2895,s306,p99
2875,2896,s306,p99
2876,2907,s306,p99
2877,2908,s306,p99
2878,2909,s306,p99
2879,2910,s306,p99
2880,2911,s306,p99
2881,2912,s306,p99
2882,2913,s306,p99
2883,2914,s306,p99
2884,2915,s306,p99
2885,2916,s306,p99
2886,2919,s306,p99
2887,2920,s306,p99
2888,2921,s306,p99
2889,2922,s306,p99
2890,2940,s306,p99
2891,2947,s306,p99
2892,2948,s306,p99
2893,2949,s306,p99
2894,2950,s306,p99
2895,2951,s306,p99
2896,2952,s306,p99
2897,2972,s306,p99
2898,2973,s306,p99
2899,2974,s306,p99
2900,3006,s306,p99
2901,3007,s306,p99
2902,3008,s306,p99
2903,3009,s306,p99
2904,3010,s306,p99
2905,3011,s306,p99
2906,3025,s306,p99
2907,3026,s306,p99
2908,3027,s306,p99
2909,3028,s306,p99
2910,3043,s306,p99
2911,3044,s306,p99
2912,3045,s306,p99
2913,3046,s306,p99
2914,3047,s306,p99
2915,3048,s306,p99
2916,3049,s306,p99
2917,13597,s306,p99
2918,13663,s306,p99
2919,2917,s303,p99
2920,2918,s303,p99
2921,2928,s303,p99
2922,2929,s303,p99
2923,2930,s303,p99
2924,2932,s303,p99
2925,2933,s303,p99
2926,2934,s303,p99
2927,2935,s303,p99
2928,2936,s303,p99
2929,2937,s303,p99
2930,2941,s303,p99
2931,2942,s303,p99
2932,2943,s303,p99
2933,2944,s303,p99
2934,2945,s303,p99
2935,2946,s303,p99
2936,2953,s303,p99
2937,2954,s303,p99
2938,2955,s303,p99
2939,2956,s303,p99
2940,2957,s303,p99
2941,2958,s303,p99
2942,2965,s303,p99
2943,2966,s303,p99
2944,2992,s303,p99
2945,2993,s303,p99
2946,3002,s303,p99
2947,3003,s303,p99
2948,3004,s303,p99
2949,3005,s303,p99
2950,3029,s303,p99
2951,3034,s303,p99
2952,3035,s303,p99
2953,3036,s303,p99
2954,3037,s303,p99
2955,3038,s303,p99
2956,3039,s303,p99
2957,3040,s303,p99
2958,3041,s303,p99
2959,3042,s303,p99
2960,13596,s303,p99
2961,13808,s303,p99
2962,13840,s303,p99
2963,13841,s303,p99
2964,2924,s307,p99
2965,2925,s307,p99
2966,2926,s307,p99
2967,2927,s307,p99
2968,2986,s307,p99
2969,2987,s307,p99
2970,2988,s307,p99
2971,3020,s307,p99
2972,3021,s307,p99
2973,3022,s307,p99
2974,3023,s307,p99
2975,3030,s307,p99
2976,3031,s307,p99
2977,13627,s307,p99
2978,13662,s307,p99
2979,13665,s307,p99
2980,2931,s314,p124
2981,13664,s314,p124
2982,2959,s305,p99
2983,2960,s305,p99
2984,2961,s305,p99
2985,2962,s305,p99
2986,2994,s305,p99
2987,13599,s305,p99
2988,3054,s293,p98
2989,3055,s293,p98
2990,3056,s293,p98
2991,3057,s293,p98
2992,3058,s293,p98
2993,3059,s293,p98
2994,3060,s293,p98
2995,3061,s293,p98
2996,3062,s293,p98
2997,3063,s293,p98
2998,3064,s293,p98
2999,3065,s293,p98
3000,3066,s293,p98
3001,3089,s293,p98
3002,3090,s293,p98
3003,3091,s293,p98
3004,3092,s293,p98
3005,3093,s293,p98
3006,3094,s293,p98
3007,3095,s293,p98
3008,3096,s293,p98
3009,3097,s293,p98
3010,3098,s293,p98
3011,3108,s293,p98
3012,3109,s293,p98
3013,3110,s293,p98
3014,3111,s293,p98
3015,3112,s293,p98
3016,3117,s293,p98
3017,3118,s293,p98
3018,3119,s293,p98
3019,3120,s293,p98
3020,3121,s293,p98
3021,3122,s293,p98
3022,3123,s293,p98
3023,3124,s293,p98
3024,3125,s293,p98
3025,3126,s293,p98
3026,3133,s293,p98
3027,3134,s293,p98
3028,3135,s293,p98
3029,3136,s293,p98
3030,3137,s293,p98
3031,3140,s293,p98
3032,3142,s293,p98
3033,3162,s293,p98
3034,3165,s293,p98
3035,3166,s293,p98
3036,3168,s293,p98
3037,3175,s293,p98
3038,3176,s293,p98
3039,3181,s293,p98
3040,3189,s293,p98
3041,3190,s293,p98
3042,3191,s293,p98
3043,3192,s293,p98
3044,3193,s293,p98
3045,3194,s293,p98
3046,3195,s293,p98
3047,3203,s293,p98
3048,3204,s293,p98
3049,3205,s293,p98
3050,3244,s293,p98
3051,3245,s293,p98
3052,3246,s293,p98
3053,3247,s293,p98
3054,3248,s293,p98
3055,3249,s293,p98
3056,3250,s293,p98
3057,3251,s293,p98
3058,3252,s293,p98
3059,3253,s293,p98
3060,3278,s293,p98
3061,3279,s293,p98
3062,3280,s293,p98
3063,3281,s293,p98
3064,3282,s293,p98
3065,3283,s293,p98
3066,3284,s293,p98
3067,3300,s293,p98
3068,3301,s293,p98
3069,3302,s293,p98
3070,3303,s293,p98
3071,3304,s293,p98
3072,3305,s293,p98
3073,3306,s293,p98
3074,3307,s293,p98
3075,3339,s293,p98
3076,3340,s293,p98
3077,3341,s293,p98
3078,3342,s293,p98
3079,3343,s293,p98
3080,3344,s293,p98
3081,3345,s293,p98
3082,3346,s293,p98
3083,3347,s293,p98
3084,3348,s293,p98
3085,3350,s293,p98
3086,3354,s293,p98
3087,3355,s293,p98
3088,3356,s293,p98
3089,3378,s293,p98
3090,3379,s293,p98
3091,3380,s293,p98
3092,3381,s293,p98
3093,3383,s293,p98
3094,3384,s293,p98
3095,3385,s293,p98
3096,3386,s293,p98
3097,3402,s293,p98
3098,3403,s293,p98
3099,13553,s293,p98
3100,13556,s293,p98
3101,13677,s293,p98
3102,13678,s293,p98
3103,13682,s293,p98
3104,13703,s293,p98
3105,13715,s293,p98
3106,13719,s293,p98
3107,13721,s293,p98
3108,3067,s291,p98
3109,3068,s291,p98
3110,3069,s291,p98
3111,3070,s291,p98
3112,3071,s291,p98
3113,3101,s291,p98
3114,3103,s291,p98
3115,3104,s291,p98
3116,3105,s291,p98
3117,3141,s291,p98
3118,3145,s291,p98
3119,3146,s291,p98
3120,3147,s291,p98
3121,3148,s291,p98
3122,3163,s291,p98
3123,3164,s291,p98
3124,3178,s291,p98
3125,3179,s291,p98
3126,3188,s291,p98
3127,3206,s291,p98
3128,3207,s291,p98
3129,3208,s291,p98
3130,3226,s291,p98
3131,3227,s291,p98
3132,3228,s291,p98
3133,3269,s291,p98
3134,3270,s291,p98
3135,3308,s291,p98
3136,3309,s291,p98
3137,3310,s291,p98
3138,3311,s291,p98
3139,3312,s291,p98
3140,3313,s291,p98
3141,3314,s291,p98
3142,3315,s291,p98
3143,3316,s291,p98
3144,3336,s291,p98
3145,3337,s291,p98
3146,3338,s291,p98
3147,3351,s291,p98
3148,3352,s291,p98
3149,3353,s291,p98
3150,3361,s291,p98
3151,3362,s291,p98
3152,13555,s291,p98
3153,13720,s291,p98
3154,13724,s291,p98
3155,3072,s292,p98
3156,3073,s292,p98
3157,3074,s292,p98
3158,3075,s292,p98
3159,3076,s292,p98
3160,3077,s292,p98
3161,3082,s292,p98
3162,3083,s292,p98
3163,3084,s292,p98
3164,3085,s292,p98
3165,3086,s292,p98
3166,3087,s292,p98
3167,3088,s292,p98
3168,3099,s292,p98
3169,3100,s292,p98
3170,3102,s292,p98
3171,3106,s292,p98
3172,3107,s292,p98
3173,3127,s292,p98
3174,3130,s292,p98
3175,3131,s292,p98
3176,3132,s292,p98
3177,3138,s292,p98
3178,3139,s292,p98
3179,3143,s292,p98
3180,3144,s292,p98
3181,3149,s292,p98
3182,3150,s292,p98
3183,3151,s292,p98
3184,3152,s292,p98
3185,3153,s292,p98
3186,3154,s292,p98
3187,3180,s292,p98
3188,3182,s292,p98
3189,3183,s292,p98
3190,3184,s292,p98
3191,3185,s292,p98
3192,3186,s292,p98
3193,3187,s292,p98
3194,3209,s292,p98
3195,3210,s292,p98
3196,3211,s292,p98
3197,3219,s292,p98
3198,3220,s292,p98
3199,3221,s292,p98
3200,3222,s292,p98
3201,3257,s292,p98
3202,3258,s292,p98
3203,3259,s292,p98
3204,3260,s292,p98
3205,3261,s292,p98
3206,3262,s292,p98
3207,3263,s292,p98
3208,3264,s292,p98
3209,3265,s292,p98
3210,3266,s292,p98
3211,3267,s292,p98
3212,3268,s292,p98
3213,3271,s292,p98
3214,3275,s292,p98
3215,3276,s292,p98
3216,3277,s292,p98
3217,3285,s292,p98
3218,3286,s292,p98
3219,3287,s292,p98
3220,3288,s292,p98
3221,3290,s292,p98
3222,3291,s292,p98
3223,3292,s292,p98
3224,3293,s292,p98
3225,3320,s292,p98
3226,3321,s292,p98
3227,3322,s292,p98
3228,3323,s292,p98
3229,3324,s292,p98
3230,3325,s292,p98
3231,3330,s292,p98
3232,3331,s292,p98
3233,3332,s292,p98
3234,3333,s292,p98
3235,3334,s292,p98
3236,3335,s292,p98
3237,3349,s292,p98
3238,3357,s292,p98
3239,3358,s292,p98
3240,3359,s292,p98
3241,3360,s292,p98
3242,3366,s292,p98
3243,3367,s292,p98
3244,3368,s292,p98
3245,3369,s292,p98
3246,3370,s292,p98
3247,3371,s292,p98
3248,3372,s292,p98
3249,3373,s292,p98
3250,3374,s292,p98
3251,3375,s292,p98
3252,3376,s292,p98
3253,3377,s292,p98
3254,3382,s292,p98
3255,3390,s292,p98
3256,3391,s292,p98
3257,3392,s292,p98
3258,3393,s292,p98
3259,3394,s292,p98
3260,3395,s292,p98
3261,3396,s292,p98
3262,3397,s292,p98
3263,3398,s292,p98
3264,3399,s292,p98
3265,3400,s292,p98
3266,3401,s292,p98
3267,13554,s292,p98
3268,13701,s292,p98
3269,13706,s292,p98
3270,13725,s292,p98
3271,3078,s290,p97
3272,3079,s290,p97
3273,3080,s290,p97
3274,3081,s290,p97
3275,3128,s290,p97
3276,3129,s290,p97
3277,3155,s290,p97
3278,3156,s290,p97
3279,3159,s290,p97
3280,3160,s290,p97
3281,3161,s290,p97
3282,3212,s290,p97
3283,3213,s290,p97
3284,3214,s290,p97
3285,3215,s290,p97
3286,3216,s290,p97
3287,3217,s290,p97
3288,3218,s290,p97
3289,3234,s290,p97
3290,3235,s290,p97
3291,3236,s290,p97
3292,3237,s290,p97
3293,3418,s290,p97
3294,3419,s290,p97
3295,3420,s290,p97
3296,3421,s290,p97
3297,3422,s290,p97
3298,3439,s290,p97
3299,3458,s290,p97
3300,3482,s290,p97
3301,3483,s290,p97
3302,3484,s290,p97
3303,3485,s290,p97
3304,3486,s290,p97
3305,3487,s290,p97
3306,3488,s290,p97
3307,3489,s290,p97
3308,3490,s290,p97
3309,3491,s290,p97
3310,3494,s290,p97
3311,3495,s290,p97
3312,3496,s290,p97
3313,3497,s290,p97
3314,3498,s290,p97
3315,3499,s290,p97
3316,3505,s290,p97
3317,3508,s290,p97
3318,3509,s290,p97
3319,3510,s290,p97
3320,3511,s290,p97
3321,3512,s290,p97
3322,3513,s290,p97
3323,3514,s290,p97
3324,3518,s290,p97
3325,3519,s290,p97
3326,3520,s290,p97
3327,3521,s290,p97
3328,3522,s290,p97
3329,3523,s290,p97
3330,3525,s290,p97
3331,3526,s290,p97
3332,3527,s290,p97
3333,3528,s290,p97
3334,3529,s290,p97
3335,13557,s290,p97
3336,13673,s290,p97
3337,13694,s290,p97
3338,13709,s290,p97
3339,3113,s289,p97
3340,3114,s289,p97
3341,3115,s289,p97
3342,3157,s289,p97
3343,3158,s289,p97
3344,3196,s289,p97
3345,3197,s289,p97
3346,3198,s289,p97
3347,3199,s289,p97
3348,3200,s289,p97
3349,3201,s289,p97
3350,3202,s289,p97
3351,3223,s289,p97
3352,3224,s289,p97
3353,3225,s289,p97
3354,3229,s289,p97
3355,3230,s289,p97
3356,3231,s289,p97
3357,3232,s289,p97
3358,3233,s289,p97
3359,3238,s289,p97
3360,3239,s289,p97
3361,3240,s289,p97
3362,3241,s289,p97
3363,3242,s289,p97
3364,3243,s289,p97
3365,3254,s289,p97
3366,3255,s289,p97
3367,3256,s289,p97
3368,3272,s289,p97
3369,3273,s289,p97
3370,3274,s289,p97
3371,3294,s289,p97
3372,3295,s289,p97
3373,3296,s289,p97
3374,3297,s289,p97
3375,3298,s289,p97
3376,3299,s289,p97
3377,3326,s289,p97
3378,3327,s289,p97
3379,3328,s289,p97
3380,3363,s289,p97
3381,3364,s289,p97
3382,3365,s289,p97
3383,3387,s289,p97
3384,3388,s289,p97
3385,3389,s289,p97
3386,3472,s289,p97
3387,3473,s289,p97
3388,3492,s289,p97
3389,3534,s289,p97
3390,3535,s289,p97
3391,3116,s294,p98
3392,3177,s294,p98
3393,3289,s294,p98
3394,3317,s294,p98
3395,3318,s294,p98
3396,3319,s294,p98
3397,3329,s294,p98
3398,13676,s294,p98
3399,3169,s294,p98
3400,3170,s294,p98
3401,3171,s294,p98
3402,3172,s294,p98
3403,3173,s294,p98
3404,3174,s294,p98
3405,3404,s288,p97
3406,3405,s288,p97
3407,3406,s288,p97
3408,3407,s288,p97
3409,3408,s288,p97
3410,3409,s288,p97
3411,3410,s288,p97
3412,3411,s288,p97
3413,3412,s288,p97
3414,3413,s288,p97
3415,3414,s288,p97
3416,3415,s288,p97
3417,3416,s288,p97
3418,3417,s288,p97
3419,3423,s288,p97
3420,3424,s288,p97
3421,3425,s288,p97
3422,3426,s288,p97
3423,3427,s288,p97
3424,3428,s288,p97
3425,3429,s288,p97
3426,3430,s288,p97
3427,3431,s288,p97
3428,3432,s288,p97
3429,3433,s288,p97
3430,3434,s288,p97
3431,3435,s288,p97
3432,3436,s288,p97
3433,3437,s288,p97
3434,3438,s288,p97
3435,3440,s288,p97
3436,3441,s288,p97
3437,3442,s288,p97
3438,3443,s288,p97
3439,3444,s288,p97
3440,3445,s288,p97
3441,3446,s288,p97
3442,3447,s288,p97
3443,3448,s288,p97
3444,3449,s288,p97
3445,3451,s288,p97
3446,3452,s288,p97
3447,3453,s288,p97
3448,3454,s288,p97
3449,3455,s288,p97
3450,3456,s288,p97
3451,3457,s288,p97
3452,3459,s288,p97
3453,3460,s288,p97
3454,3461,s288,p97
3455,3462,s288,p97
3456,3463,s288,p97
3457,3464,s288,p97
3458,3465,s288,p97
3459,3466,s288,p97
3460,3474,s288,p97
3461,3475,s288,p97
3462,3476,s288,p97
3463,3477,s288,p97
3464,3478,s288,p97
3465,3479,s288,p97
3466,3480,s288,p97
3467,3481,s288,p97
3468,3493,s288,p97
3469,3500,s288,p97
3470,3501,s288,p97
3471,3502,s288,p97
3472,3503,s288,p97
3473,3504,s288,p97
3474,3506,s288,p97
3475,3507,s288,p97
3476,3515,s288,p97
3477,3516,s288,p97
3478,3517,s288,p97
3479,3524,s288,p97
3480,3530,s288,p97
3481,3531,s288,p97
3482,3532,s288,p97
3483,3533,s288,p97
3484,4876,s288,p97
3485,4877,s288,p97
3486,4878,s288,p97
3487,13622,s288,p97
3488,13821,s288,p97
3489,13851,s288,p97
3490,3450,s283,p92
3491,3467,s283,p92
3492,3468,s283,p92
3493,3469,s283,p92
3494,3470,s283,p92
3495,3471,s283,p92
3496,4892,s283,p92
3497,4893,s283,p92
3498,4920,s283,p92
3499,4921,s283,p92
3500,4922,s283,p92
3501,4923,s283,p92
3502,4924,s283,p92
3503,4983,s283,p92
3504,4984,s283,p92
3505,4998,s283,p92
3506,4999,s283,p92
3507,5000,s283,p92
3508,5037,s283,p92
3509,13589,s283,p92
3510,3536,s297,p96
3511,3537,s297,p96
3512,3538,s297,p96
3513,3539,s297,p96
3514,3562,s297,p96
3515,3563,s297,p96
3516,3575,s297,p96
3517,3617,s297,p96
3518,3620,s297,p96
3519,3667,s297,p96
3520,3711,s297,p96
3521,3712,s297,p96
3522,3766,s297,p96
3523,3767,s297,p96
3524,3768,s297,p96
3525,3769,s297,p96
3526,3774,s297,p96
3527,3892,s297,p96
3528,3893,s297,p96
3529,3906,s297,p96
3530,3907,s297,p96
3531,3908,s297,p96
3532,3909,s297,p96
3533,3910,s297,p96
3534,3911,s297,p96
3535,3976,s297,p96
3536,3977,s297,p96
3537,3978,s297,p96
3538,13681,s297,p96
3539,13683,s297,p96
3540,13702,s297,p96
3541,13704,s297,p96
3542,3543,s296,p96
3543,3544,s296,p96
3544,3549,s296,p96
3545,3550,s296,p96
3546,3551,s296,p96
3547,3552,s296,p96
3548,3553,s296,p96
3549,3590,s296,p96
3550,3591,s296,p96
3551,3592,s296,p96
3552,3604,s296,p96
3553,3605,s296,p96
3554,3606,s296,p96
3555,3607,s296,p96
3556,3618,s296,p96
3557,3619,s296,p96
3558,3644,s296,p96
3559,3645,s296,p96
3560,3646,s296,p96
3561,3647,s296,p96
3562,3648,s296,p96
3563,3649,s296,p96
3564,3652,s296,p96
3565,3653,s296,p96
3566,3654,s296,p96
3567,3655,s296,p96
3568,3656,s296,p96
3569,3657,s296,p96
3570,3658,s296,p96
3571,3659,s296,p96
3572,3660,s296,p96
3573,3668,s296,p96
3574,3669,s296,p96
3575,3670,s296,p96
3576,3671,s296,p96
3577,3672,s296,p96
3578,3683,s296,p96
3579,3684,s296,p96
3580,3685,s296,p96
3581,3701,s296,p96
3582,3702,s296,p96
3583,3705,s296,p96
3584,3706,s296,p96
3585,3707,s296,p96
3586,3708,s296,p96
3587,3709,s296,p96
3588,3710,s296,p96
3589,3715,s296,p96
3590,3716,s296,p96
3591,3717,s296,p96
3592,3718,s296,p96
3593,3719,s296,p96
3594,3720,s296,p96
3595,3721,s296,p96
3596,3736,s296,p96
3597,3737,s296,p96
3598,3738,s296,p96
3599,3792,s296,p96
3600,3793,s296,p96
3601,3794,s296,p96
3602,3795,s296,p96
3603,3796,s296,p96
3604,3797,s296,p96
3605,13586,s296,p96
3606,3545,s298,p96
3607,3569,s298,p96
3608,3570,s298,p96
3609,3571,s298,p96
3610,3572,s298,p96
3611,3573,s298,p96
3612,3574,s298,p96
3613,3585,s298,p96
3614,3615,s298,p96
3615,3677,s298,p96
3616,3678,s298,p96
3617,3679,s298,p96
3618,3680,s298,p96
3619,3725,s298,p96
3620,3726,s298,p96
3621,3727,s298,p96
3622,3728,s298,p96
3623,3729,s298,p96
3624,3730,s298,p96
3625,3731,s298,p96
3626,3732,s298,p96
3627,3733,s298,p96
3628,3734,s298,p96
3629,3735,s298,p96
3630,3763,s298,p96
3631,3764,s298,p96
3632,3765,s298,p96
3633,3791,s298,p96
3634,13583,s298,p96
3635,13584,s298,p96
3636,13585,s298,p96
3637,3546,s295,p95
3638,3547,s295,p95
3639,3548,s295,p95
3640,3554,s295,p95
3641,3555,s295,p95
3642,3560,s295,p95
3643,3561,s295,p95
3644,3576,s295,p95
3645,3577,s295,p95
3646,3578,s295,p95
3647,3579,s295,p95
3648,3580,s295,p95
3649,3581,s295,p95
3650,3582,s295,p95
3651,3583,s295,p95
3652,3584,s295,p95
3653,3586,s295,p95
3654,3588,s295,p95
3655,3589,s295,p95
3656,3593,s295,p95
3657,3594,s295,p95
3658,3595,s295,p95
3659,3596,s295,p95
3660,3597,s295,p95
3661,3598,s295,p95
3662,3599,s295,p95
3663,3600,s295,p95
3664,3601,s295,p95
3665,3602,s295,p95
3666,3603,s295,p95
3667,3608,s295,p95
3668,3609,s295,p95
3669,3610,s295,p95
3670,3611,s295,p95
3671,3612,s295,p95
3672,3613,s295,p95
3673,3616,s295,p95
3674,3621,s295,p95
3675,3622,s295,p95
3676,3623,s295,p95
3677,3624,s295,p95
3678,3625,s295,p95
3679,3627,s295,p95
3680,3628,s295,p95
3681,3629,s295,p95
3682,3630,s295,p95
3683,3631,s295,p95
3684,3632,s295,p95
3685,3633,s295,p95
3686,3634,s295,p95
3687,3635,s295,p95
3688,3636,s295,p95
3689,3637,s295,p95
3690,3638,s295,p95
3691,3639,s295,p95
3692,3640,s295,p95
3693,3641,s295,p95
3694,3642,s295,p95
3695,3650,s295,p95
3696,3651,s295,p95
3697,3661,s295,p95
3698,3662,s295,p95
3699,3663,s295,p95
3700,3664,s295,p95
3701,3665,s295,p95
3702,3666,s295,p95
3703,3675,s295,p95
3704,3676,s295,p95
3705,3681,s295,p95
3706,3682,s295,p95
3707,3692,s295,p95
3708,3693,s295,p95
3709,3694,s295,p95
3710,3695,s295,p95
3711,3696,s295,p95
3712,3697,s295,p95
3713,3698,s295,p95
3714,3699,s295,p95
3715,3700,s295,p95
3716,3703,s295,p95
3717,3704,s295,p95
3718,3713,s295,p95
3719,3714,s295,p95
3720,3722,s295,p95
3721,3723,s295,p95
3722,3724,s295,p95
3723,3739,s295,p95
3724,3740,s295,p95
3725,3741,s295,p95
3726,3742,s295,p95
3727,3743,s295,p95
3728,3744,s295,p95
3729,3745,s295,p95
3730,3746,s295,p95
3731,3747,s295,p95
3732,3748,s295,p95
3733,3749,s295,p95
3734,3754,s295,p95
3735,3755,s295,p95
3736,3756,s295,p95
3737,3757,s295,p95
3738,3758,s295,p95
3739,3759,s295,p95
3740,3760,s295,p95
3741,3761,s295,p95
3742,3762,s295,p95
3743,3770,s295,p95
3744,3771,s295,p95
3745,3772,s295,p95
3746,3773,s295,p95
3747,3775,s295,p95
3748,3779,s295,p95
3749,3780,s295,p95
3750,3781,s295,p95
3751,3782,s295,p95
3752,3783,s295,p95
3753,3786,s295,p95
3754,3787,s295,p95
3755,3788,s295,p95
3756,3789,s295,p95
3757,3790,s295,p95
3758,3798,s295,p95
3759,3801,s295,p95
3760,3802,s295,p95
3761,3835,s295,p95
3762,3836,s295,p95
3763,3837,s295,p95
3764,3838,s295,p95
3765,3839,s295,p95
3766,3934,s295,p95
3767,3935,s295,p95
3768,3936,s295,p95
3769,3937,s295,p95
3770,13802,s295,p95
3771,13834,s295,p95
3772,13835,s295,p95
3773,3556,s299,p96
3774,3557,s299,p96
3775,3558,s299,p96
3776,3559,s299,p96
3777,3564,s299,p96
3778,3565,s299,p96
3779,3566,s299,p96
3780,3567,s299,p96
3781,3568,s299,p96
3782,3587,s299,p96
3783,3614,s299,p96
3784,3673,s299,p96
3785,3674,s299,p96
3786,3776,s299,p96
3787,3777,s299,p96
3788,3778,s299,p96
3789,3784,s299,p96
3790,3785,s299,p96
3791,13582,s299,p96
3792,13624,s299,p96
3793,3626,s275,p94
3794,3643,s275,p94
3795,3686,s275,p94
3796,3687,s275,p94
3797,3688,s275,p94
3798,3689,s275,p94
3799,3690,s275,p94
3800,3691,s275,p94
3801,3750,s275,p94
3802,3751,s275,p94
3803,3752,s275,p94
3804,3753,s275,p94
3805,3799,s275,p94
3806,3800,s275,p94
3807,3804,s275,p94
3808,3805,s275,p94
3809,3845,s275,p94
3810,3846,s275,p94
3811,3847,s275,p94
3812,3848,s275,p94
3813,3849,s275,p94
3814,3850,s275,p94
3815,3864,s275,p94
3816,3865,s275,p94
3817,3866,s275,p94
3818,3867,s275,p94
3819,3868,s275,p94
3820,3869,s275,p94
3821,3870,s275,p94
3822,3871,s275,p94
3823,3878,s275,p94
3824,3879,s275,p94
3825,3880,s275,p94
3826,3881,s275,p94
3827,3882,s275,p94
3828,3883,s275,p94
3829,3886,s275,p94
3830,3887,s275,p94
3831,3888,s275,p94
3832,3889,s275,p94
3833,3890,s275,p94
3834,3891,s275,p94
3835,3903,s275,p94
3836,3904,s275,p94
3837,3905,s275,p94
3838,3912,s275,p94
3839,3913,s275,p94
3840,3919,s275,p94
3841,3921,s275,p94
3842,3922,s275,p94
3843,3923,s275,p94
3844,3924,s275,p94
3845,3961,s275,p94
3846,3962,s275,p94
3847,3963,s275,p94
3848,3964,s275,p94
3849,3965,s275,p94
3850,3966,s275,p94
3851,3972,s275,p94
3852,3973,s275,p94
3853,3974,s275,p94
3854,3975,s275,p94
3855,3984,s275,p94
3856,3985,s275,p94
3857,3986,s275,p94
3858,3990,s275,p94
3859,3991,s275,p94
3860,3992,s275,p94
3861,3999,s275,p94
3862,4000,s275,p94
3863,4001,s275,p94
3864,4002,s275,p94
3865,4003,s275,p94
3866,4007,s275,p94
3867,4008,s275,p94
3868,4009,s275,p94
3869,4010,s275,p94
3870,4011,s275,p94
3871,4012,s275,p94
3872,4013,s275,p94
3873,4015,s275,p94
3874,4016,s275,p94
3875,4017,s275,p94
3876,4018,s275,p94
3877,4019,s275,p94
3878,4020,s275,p94
3879,4021,s275,p94
3880,4022,s275,p94
3881,4023,s275,p94
3882,4024,s275,p94
3883,4025,s275,p94
3884,4026,s275,p94
3885,4027,s275,p94
3886,4028,s275,p94
3887,4029,s275,p94
3888,4030,s275,p94
3889,4031,s275,p94
3890,4032,s275,p94
3891,4033,s275,p94
3892,4034,s275,p94
3893,4035,s275,p94
3894,4036,s275,p94
3895,4037,s275,p94
3896,4038,s275,p94
3897,4039,s275,p94
3898,4040,s275,p94
3899,4041,s275,p94
3900,4042,s275,p94
3901,4043,s275,p94
3902,4044,s275,p94
3903,4045,s275,p94
3904,4049,s275,p94
