Key,FinancialCase,CostCase,CRPYears,Technology,TechDetail,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
RM3OfOTRG144,RD,Moderate,30,OffShoreWind,OTRG14,6853.491513,6360.479516,5937.533411,5560.347411,5220.394005,4913.139532,4635.546998,4385.269153,4160.321324,3958.927821,3779.441943,3620.300935,3479.999039,3357.07056,3250.078789,3157.608506,3078.260764,3010.64916,2953.397123,2905.135891,2864.50299,2830.141057,2800.696938,2774.820963,2751.166384,2728.388911,2705.146343,2680.098265,2651.905794,2619.231375,2580.738604,2535.092082,2480.957292
RC3OfOTRG144,RD,Conservative,30,OffShoreWind,OTRG14,6853.491513,6604.30171,6403.62568,6220.213518,6051.861733,5897.261176,5755.437843,5625.572185,5506.925845,5398.807264,5300.553765,5211.521472,5131.07927,5058.605016,4993.483059,4935.102558,4882.856317,4836.139949,4794.351269,4756.88984,4723.156633,4692.553764,4664.484292,4638.352055,4613.561546,4589.517808,4565.626352,4541.29309,4515.924275,4488.926458,4459.706449,4427.671283,4392.22819
RA3OfOTRG155,RD,Advanced,30,OffShoreWind,OTRG15,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
RM3OfOTRG155,RD,Moderate,30,OffShoreWind,OTRG15,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
RC3OfOTRG155,RD,Conservative,30,OffShoreWind,OTRG15,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
RA3UtSeattle,RD,Advanced,30,UtilityPV,Seattle,1599.901784,1405.258715,1340.034403,1274.810092,1209.58578,1144.361469,1079.137157,1013.912846,948.6885345,883.464223,818.2399116,753.0156001,687.7912887,679.2804627,670.7696367,662.2588108,653.7479848,645.2371589,636.7263329,628.215507,619.704681,611.1938551,602.6830291,594.1722032,585.6613772,577.1505512,568.6397253,560.1288993,551.6180734,543.1072474,534.5964215,526.0855955,517.5747696
RM3UtSeattle,RD,Moderate,30,UtilityPV,Seattle,1599.901784,1405.258715,1353.542857,1301.826999,1250.111141,1198.395283,1146.679426,1094.963568,1043.24771,991.531852,939.8159941,888.1001363,836.3842785,828.954629,821.5249795,814.09533,806.6656805,799.236031,791.8063815,784.376732,776.9470825,769.5174331,762.0877836,754.6581341,747.2284846,739.7988351,732.3691856,724.9395361,717.5098866,710.0802371,702.6505876,695.2209381,687.7912887
RC3UtSeattle,RD,Conservative,30,UtilityPV,Seattle,1599.901784,1405.258715,1388.723234,1372.187753,1355.652272,1339.116792,1322.581311,1306.04583,1289.510349,1272.974868,1256.439388,1239.903907,1223.368426,1204.019219,1184.670011,1165.320804,1145.971597,1126.622389,1107.273182,1087.923974,1068.574767,1049.22556,1029.876352,1010.527145,991.1779375,971.8287301,952.4795227,933.1303154,913.781108,894.4319006,875.0826932,855.7334858,836.3842785
RA3UtChicago,RD,Advanced,30,UtilityPV,Chicago,1599.901784,1405.258715,1340.034403,1274.810092,1209.58578,1144.361469,1079.137157,1013.912846,948.6885345,883.464223,818.2399116,753.0156001,687.7912887,679.2804627,670.7696367,662.2588108,653.7479848,645.2371589,636.7263329,628.215507,619.704681,611.1938551,602.6830291,594.1722032,585.6613772,577.1505512,568.6397253,560.1288993,551.6180734,543.1072474,534.5964215,526.0855955,517.5747696
RM3UtChicago,RD,Moderate,30,UtilityPV,Chicago,1599.901784,1405.258715,1353.542857,1301.826999,1250.111141,1198.395283,1146.679426,1094.963568,1043.24771,991.531852,939.8159941,888.1001363,836.3842785,828.954629,821.5249795,814.09533,806.6656805,799.236031,791.8063815,784.376732,776.9470825,769.5174331,762.0877836,754.6581341,747.2284846,739.7988351,732.3691856,724.9395361,717.5098866,710.0802371,702.6505876,695.2209381,687.7912887
RC3UtChicago,RD,Conservative,30,UtilityPV,Chicago,1599.901784,1405.258715,1388.723234,1372.187753,1355.652272,1339.116792,1322.581311,1306.04583,1289.510349,1272.974868,1256.439388,1239.903907,1223.368426,1204.019219,1184.670011,1165.320804,1145.971597,1126.622389,1107.273182,1087.923974,1068.574767,1049.22556,1029.876352,1010.527145,991.1779375,971.8287301,952.4795227,933.1303154,913.781108,894.4319006,875.0826932,855.7334858,836.3842785
RA3UtKansasy,RD,Advanced,30,UtilityPV,KansasCity,1599.901784,1405.258715,1340.034403,1274.810092,1209.58578,1144.361469,1079.137157,1013.912846,948.6885345,883.464223,818.2399116,753.0156001,687.7912887,679.2804627,670.7696367,662.2588108,653.7479848,645.2371589,636.7263329,628.215507,619.704681,611.1938551,602.6830291,594.1722032,585.6613772,577.1505512,568.6397253,560.1288993,551.6180734,543.1072474,534.5964215,526.0855955,517.5747696
RM3UtKansasy,RD,Moderate,30,UtilityPV,KansasCity,1599.901784,1405.258715,1353.542857,1301.826999,1250.111141,1198.395283,1146.679426,1094.963568,1043.24771,991.531852,939.8159941,888.1001363,836.3842785,828.954629,821.5249795,814.09533,806.6656805,799.236031,791.8063815,784.376732,776.9470825,769.5174331,762.0877836,754.6581341,747.2284846,739.7988351,732.3691856,724.9395361,717.5098866,710.0802371,702.6505876,695.2209381,687.7912887
RC3UtKansasy,RD,Conservative,30,UtilityPV,KansasCity,1599.901784,1405.258715,1388.723234,1372.187753,1355.652272,1339.116792,1322.581311,1306.04583,1289.510349,1272.974868,1256.439388,1239.903907,1223.368426,1204.019219,1184.670011,1165.320804,1145.971597,1126.622389,1107.273182,1087.923974,1068.574767,1049.22556,1029.876352,1010.527145,991.1779375,971.8287301,952.4795227,933.1303154,913.781108,894.4319006,875.0826932,855.7334858,836.3842785
RA3UtLosAngs,RD,Advanced,30,UtilityPV,LosAngeles,1599.901784,1405.258715,1340.034403,1274.810092,1209.58578,1144.361469,1079.137157,1013.912846,948.6885345,883.464223,818.2399116,753.0156001,687.7912887,679.2804627,670.7696367,662.2588108,653.7479848,645.2371589,636.7263329,628.215507,619.704681,611.1938551,602.6830291,594.1722032,585.6613772,577.1505512,568.6397253,560.1288993,551.6180734,543.1072474,534.5964215,526.0855955,517.5747696
RM3UtLosAngs,RD,Moderate,30,UtilityPV,LosAngeles,1599.901784,1405.258715,1353.542857,1301.826999,1250.111141,1198.395283,1146.679426,1094.963568,1043.24771,991.531852,939.8159941,888.1001363,836.3842785,828.954629,821.5249795,814.09533,806.6656805,799.236031,791.8063815,784.376732,776.9470825,769.5174331,762.0877836,754.6581341,747.2284846,739.7988351,732.3691856,724.9395361,717.5098866,710.0802371,702.6505876,695.2209381,687.7912887
RC3UtLosAngs,RD,Conservative,30,UtilityPV,LosAngeles,1599.901784,1405.258715,1388.723234,1372.187753,1355.652272,1339.116792,1322.581311,1306.04583,1289.510349,1272.974868,1256.439388,1239.903907,1223.368426,1204.019219,1184.670011,1165.320804,1145.971597,1126.622389,1107.273182,1087.923974,1068.574767,1049.22556,1029.876352,1010.527145,991.1779375,971.8287301,952.4795227,933.1303154,913.781108,894.4319006,875.0826932,855.7334858,836.3842785
RA3UtDaggett,RD,Advanced,30,UtilityPV,Daggett,1599.901784,1405.258715,1340.034403,1274.810092,1209.58578,1144.361469,1079.137157,1013.912846,948.6885345,883.464223,818.2399116,753.0156001,687.7912887,679.2804627,670.7696367,662.2588108,653.7479848,645.2371589,636.7263329,628.215507,619.704681,611.1938551,602.6830291,594.1722032,585.6613772,577.1505512,568.6397253,560.1288993,551.6180734,543.1072474,534.5964215,526.0855955,517.5747696
RM3UtDaggett,RD,Moderate,30,UtilityPV,Daggett,1599.901784,1405.258715,1353.542857,1301.826999,1250.111141,1198.395283,1146.679426,1094.963568,1043.24771,991.531852,939.8159941,888.1001363,836.3842785,828.954629,821.5249795,814.09533,806.6656805,799.236031,791.8063815,784.376732,776.9470825,769.5174331,762.0877836,754.6581341,747.2284846,739.7988351,732.3691856,724.9395361,717.5098866,710.0802371,702.6505876,695.2209381,687.7912887
RC3UtDaggett,RD,Conservative,30,UtilityPV,Daggett,1599.901784,1405.258715,1388.723234,1372.187753,1355.652272,1339.116792,1322.581311,1306.04583,1289.510349,1272.974868,1256.439388,1239.903907,1223.368426,1204.019219,1184.670011,1165.320804,1145.971597,1126.622389,1107.273182,1087.923974,1068.574767,1049.22556,1029.876352,1010.527145,991.1779375,971.8287301,952.4795227,933.1303154,913.781108,894.4319006,875.0826932,855.7334858,836.3842785
RA3LaLTRG11,RD,Advanced,30,LandbasedWind,LTRG1,1750.758067,1690.503495,1628.92245,1566.014932,1501.780942,1436.220479,1369.333543,1301.120135,1231.580254,1160.713901,1088.521075,1015.001776,940.1560044,927.4367975,914.6754648,901.8720061,889.0264216,876.1387112,863.2088749,850.2369127,837.2228246,824.1666106,811.0682708,797.9278051,784.7452135,771.520496,758.2536526,744.9446834,731.5935882,718.2003672,704.7650203,691.2875475,677.7679488
RM3LaLTRG11,RD,Moderate,30,LandbasedWind,LTRG1,1750.758067,1714.841821,1678.595296,1642.018493,1605.111412,1567.874054,1530.306417,1492.408502,1454.180309,1415.621838,1376.733089,1337.514063,1297.964758,1284.573528,1271.164061,1257.736357,1244.290416,1230.826239,1217.343825,1203.843173,1190.324285,1176.78716,1163.231798,1149.658199,1136.066364,1122.456291,1108.827982,1095.181436,1081.516652,1067.833632,1054.132375,1040.412882,1026.675151
RC3LaLTRG11,RD,Conservative,30,LandbasedWind,LTRG1,1750.758067,1722.210692,1693.756118,1665.394344,1637.125371,1608.949198,1580.865826,1552.875254,1524.977483,1497.172513,1469.460343,1441.840974,1414.314405,1406.494302,1398.669312,1390.839433,1383.004668,1375.165015,1367.320474,1359.471046,1351.61673,1343.757527,1335.893436,1328.024457,1320.150591,1312.271838,1304.388197,1296.499668,1288.606252,1280.707948,1272.804757,1264.896678,1256.983712
RA3LaLTRG22,RD,Advanced,30,LandbasedWind,LTRG2,1613.608873,1560.39567,1505.425272,1448.697679,1390.212892,1329.97091,1267.971733,1204.215362,1138.701795,1071.431034,1002.403079,931.6179279,859.0755826,848.5790459,838.0242712,827.4112583,816.7400074,806.0105184,795.2227914,784.3768262,773.472623,762.5101817,751.4895023,740.4105849,729.2734293,718.0780357,706.824404,695.5125342,684.1424264,672.7140804,661.2274964,649.6826743,638.0796142
RM3LaLTRG22,RD,Moderate,30,LandbasedWind,LTRG2,1613.608873,1584.179506,1554.238947,1523.787194,1492.824247,1461.350107,1429.364773,1396.868247,1363.860526,1330.341612,1296.311505,1261.770204,1226.71771,1214.265792,1201.787329,1189.282322,1176.750772,1164.192677,1151.608039,1138.996857,1126.359131,1113.694862,1101.004048,1088.286691,1075.54279,1062.772344,1049.975355,1037.151823,1024.301746,1011.425125,998.5219611,985.5922529,972.6360008
RC3LaLTRG22,RD,Conservative,30,LandbasedWind,LTRG2,1613.608873,1590.040666,1566.478536,1542.922482,1519.372505,1495.828604,1472.290779,1448.759031,1425.233359,1401.713764,1378.200244,1354.692802,1331.191435,1323.837218,1316.475856,1309.107349,1301.731697,1294.3489,1286.958958,1279.561871,1272.15764,1264.746263,1257.327741,1249.902075,1242.469263,1235.029306,1227.582205,1220.127959,1212.666567,1205.198031,1197.722349,1190.239523,1182.749552
RA3LaLTRG33,RD,Advanced,30,LandbasedWind,LTRG3,1569.557676,1521.552012,1471.509771,1419.430953,1365.315556,1309.163581,1250.975029,1190.749899,1128.488191,1064.189906,997.8550426,929.4836015,859.0755826,848.7409265,838.3266637,827.8327941,817.2593178,806.6062347,795.8735449,785.0612483,774.1693451,763.197835,752.1467182,741.0159947,729.8056644,718.5157274,707.1461837,695.6970332,684.1682759,672.5599119,660.8719412,649.1043637,637.2571795
RM3LaLTRG33,RD,Moderate,30,LandbasedWind,LTRG3,1569.557676,1544.562539,1518.917428,1492.622342,1465.677281,1438.082246,1409.837236,1380.942252,1351.397293,1321.202359,1290.357451,1258.862568,1226.71771,1214.36952,1201.985279,1189.564987,1177.108644,1164.61625,1152.087805,1139.523308,1126.922761,1114.286162,1101.613513,1088.904812,1076.160061,1063.379258,1050.562404,1037.7095,1024.820544,1011.895537,998.9344788,985.9373698,972.9042097
RC3LaLTRG33,RD,Conservative,30,LandbasedWind,LTRG3,1569.557676,1550.03262,1530.445965,1510.797711,1491.087856,1471.316403,1451.483349,1431.588696,1411.632443,1391.61459,1371.535138,1351.394086,1331.191435,1323.61879,1316.036161,1308.44355,1300.840956,1293.228379,1285.605819,1277.973276,1270.33075,1262.678241,1255.015749,1247.343275,1239.660817,1231.968377,1224.265953,1216.553547,1208.831158,1201.098786,1193.356431,1185.604093,1177.841772
RA3LaLTRG44,RD,Advanced,30,LandbasedWind,LTRG4,1555.883682,1510.098004,1462.079297,1411.82756,1359.342794,1304.624997,1247.67417,1188.490314,1127.073427,1063.423511,997.5405648,929.4245886,859.0755826,849.0772087,838.9777537,828.7772176,818.4756003,808.0729019,797.5691224,786.9642618,776.2583201,765.4512972,754.5431932,743.5340081,732.4237419,721.2123945,709.8999661,698.4864565,686.9718657,675.3561939,663.6394409,651.8216069,639.9026917
RM3LaLTRG44,RD,Moderate,30,LandbasedWind,LTRG4,1555.883682,1532.526125,1508.428034,1483.589409,1458.010248,1431.690553,1404.630322,1376.829557,1348.288258,1319.006423,1288.984054,1258.221149,1226.71771,1214.817483,1202.872227,1190.881944,1178.846632,1166.766293,1154.640925,1142.47053,1130.255106,1117.994655,1105.689176,1093.338668,1080.943133,1068.50257,1056.016978,1043.486359,1030.910712,1018.290037,1005.624334,992.9136026,980.1578436
RC3LaLTRG44,RD,Conservative,30,LandbasedWind,LTRG4,1555.883682,1537.719644,1519.453731,1501.085942,1482.616277,1464.044737,1445.371321,1426.596029,1407.718862,1388.739818,1369.6589,1350.476105,1331.191435,1323.860396,1316.516883,1309.160896,1301.792434,1294.411499,1287.018089,1279.612205,1272.193846,1264.763014,1257.319707,1249.863926,1242.395671,1234.914942,1227.421738,1219.91606,1212.397908,1204.867282,1197.324182,1189.768607,1182.200558
RA3LaLTRG55,RD,Advanced,30,LandbasedWind,LTRG5,1604.885768,1556.754981,1506.075091,1452.8461,1397.068006,1338.74081,1277.864513,1214.439113,1148.464611,1079.941007,1008.868301,935.2464928,859.0755826,850.0896236,840.9845266,831.7602915,822.4169184,812.9544073,803.3727582,793.671971,783.8520458,773.9129825,763.8547812,753.6774419,743.3809646,732.9653492,722.4305958,711.7767043,701.0036748,690.1115073,679.1002018,667.9697582,656.7201766
RM3LaLTRG55,RD,Moderate,30,LandbasedWind,LTRG5,1604.885768,1578.350264,1550.909579,1522.563711,1493.312661,1463.156429,1432.095016,1400.12842,1367.256642,1333.479682,1298.79754,1263.210216,1226.71771,1216.899732,1207.032658,1197.116489,1187.151226,1177.136867,1167.073413,1156.960864,1146.79922,1136.588481,1126.328647,1116.019718,1105.661693,1095.254574,1084.79836,1074.293051,1063.738646,1053.135147,1042.482552,1031.780863,1021.030078
RC3LaLTRG55,RD,Conservative,30,LandbasedWind,LTRG5,1604.885768,1582.979655,1560.909588,1538.675566,1516.277591,1493.715661,1470.989777,1448.099939,1425.046146,1401.8284,1378.446699,1354.901044,1331.191435,1326.13029,1321.057222,1315.97223,1310.875314,1305.766475,1300.645712,1295.513026,1290.368416,1285.211883,1280.043426,1274.863045,1269.670741,1264.466513,1259.250362,1254.022287,1248.782289,1243.530367,1238.266521,1232.990752,1227.703059
RA3LaLTRG66,RD,Advanced,30,LandbasedWind,LTRG6,1711.732444,1661.470802,1608.216139,1551.968457,1492.727754,1430.494032,1365.26729,1297.047527,1225.834745,1151.628943,1074.430121,994.2382783,911.053416,901.182475,891.1605518,880.9876464,870.663759,860.1888893,849.5630375,838.7862036,827.8583875,816.7795892,805.5498088,794.1690463,782.6373015,770.9545747,759.1208657,747.1361745,735.0005012,722.7138457,710.276208,697.6875882,684.9479863
RM3LaLTRG66,RD,Moderate,30,LandbasedWind,LTRG6,1711.732444,1697.114858,1681.545903,1665.025581,1647.553891,1629.130834,1609.756408,1589.430615,1568.153454,1545.924925,1522.745028,1498.613763,1473.531131,1456.2506,1438.883692,1421.430409,1403.890749,1386.264712,1368.552299,1350.75351,1332.868345,1314.896803,1296.838885,1278.69459,1260.463919,1242.146872,1223.743448,1205.253648,1186.677471,1168.014918,1149.265989,1130.430684,1111.509002
RC3LaLTRG66,RD,Conservative,30,LandbasedWind,LTRG6,1711.732444,1698.179767,1684.461044,1670.576274,1656.525458,1642.308595,1627.925687,1613.376732,1598.66173,1583.780683,1568.733589,1553.520448,1538.141261,1527.244402,1516.322694,1505.376139,1494.404736,1483.408485,1472.387387,1461.341441,1450.270647,1439.175006,1428.054516,1416.90918,1405.738995,1394.543963,1383.324083,1372.079355,1360.80978,1349.515357,1338.196086,1326.851968,1315.483002
RA3LaLTRG77,RD,Advanced,30,LandbasedWind,LTRG7,1926.172319,1862.875233,1795.706118,1724.664975,1649.751803,1570.966604,1488.309376,1401.78012,1311.378836,1217.105523,1118.960182,1016.942813,911.053416,903.7517292,896.2925711,888.6759415,880.9018406,872.9702682,864.8812243,856.6347091,848.2307225,839.6692644,830.9503349,822.0739341,813.0400618,803.848718,794.4999029,784.9936163,775.3298584,765.508629,755.5299282,745.393756,735.1001124
RM3LaLTRG77,RD,Moderate,30,LandbasedWind,LTRG7,1926.172319,1895.750926,1864.002496,1830.927029,1796.524523,1760.794981,1723.7384,1685.354783,1645.644127,1604.606434,1562.241704,1518.549936,1473.531131,1462.195778,1450.783471,1439.294212,1427.727999,1416.084833,1404.364714,1392.567642,1380.693616,1368.742637,1356.714705,1344.609819,1332.427981,1320.169189,1307.833444,1295.420745,1282.931094,1270.364489,1257.720931,1245.00042,1232.202955
RC3LaLTRG77,RD,Conservative,30,LandbasedWind,LTRG7,1926.172319,1895.83054,1865.12619,1834.059268,1802.629775,1770.837711,1738.683075,1706.165868,1673.28609,1640.04374,1606.438818,1572.471326,1538.141261,1535.124309,1532.094176,1529.050865,1525.994373,1522.924702,1519.841852,1516.745822,1513.636612,1510.514223,1507.378654,1504.229906,1501.067978,1497.89287,1494.704583,1491.503116,1488.28847,1485.060645,1481.819639,1478.565454,1475.29809
RA3LaLTRG88,RD,Advanced,30,LandbasedWind,LTRG8,2240.692957,2179.117965,2113.153942,2042.800889,1968.058806,1888.927693,1805.40755,1717.498377,1625.200174,1528.512941,1427.436678,1321.971384,1212.117061,1198.997677,1185.630803,1172.016438,1158.154583,1144.045237,1129.6884,1115.084073,1100.232256,1085.132948,1069.786149,1054.19186,1038.35008,1022.26081,1005.924049,989.3397982,972.5080565,955.4288242,938.1021014,920.5278881,902.7061842
RM3LaLTRG88,RD,Moderate,30,LandbasedWind,LTRG8,2240.692957,2218.005919,2193.965786,2168.572557,2141.826234,2113.726815,2084.274301,2053.468693,2021.309989,1987.79819,1952.933296,1916.715307,1879.144222,1857.646213,1836.009683,1814.23463,1792.321056,1770.26896,1748.078342,1725.749202,1703.28154,1680.675357,1657.930652,1635.047425,1612.025676,1588.865405,1565.566613,1542.129299,1518.553463,1494.839105,1470.986225,1446.994824,1422.864901
RC3LaLTRG88,RD,Conservative,30,LandbasedWind,LTRG8,2240.692957,2226.103507,2211.23901,2196.099468,2180.684879,2164.995245,2149.030564,2132.790838,2116.276065,2099.486247,2082.421382,2065.081471,2047.466515,2030.601547,2013.688748,1996.728116,1979.719653,1962.663358,1945.559231,1928.407271,1911.20748,1893.959858,1876.664403,1859.321116,1841.929997,1824.491047,1807.004264,1789.46965,1771.887203,1754.256925,1736.578815,1718.852873,1701.079099
RA3LaLTRG99,RD,Advanced,30,LandbasedWind,LTRG9,2728.461367,2636.805925,2538.840194,2434.564176,2323.97787,2207.081277,2083.874395,1954.357226,1818.529768,1676.392023,1527.94399,1373.18567,1212.117061,1204.558752,1196.772586,1188.758561,1180.516679,1172.04694,1163.349342,1154.423887,1145.270575,1135.889404,1126.280376,1116.443491,1106.378747,1096.086146,1085.565688,1074.817371,1063.841197,1052.637165,1041.205276,1029.545529,1017.657924
RM3LaLTRG99,RD,Moderate,30,LandbasedWind,LTRG9,2728.461367,2671.039303,2611.189173,2548.910976,2484.204714,2417.070384,2347.507989,2275.517527,2201.098999,2124.252404,2044.977743,1963.275016,1879.144222,1871.741303,1864.251811,1856.675744,1849.013105,1841.263891,1833.428104,1825.505743,1817.496809,1809.401301,1801.21922,1792.950564,1784.595336,1776.153533,1767.625157,1759.010207,1750.308684,1741.520587,1732.645917,1723.684672,1714.636855
RC3LaLTRG99,RD,Conservative,30,LandbasedWind,LTRG9,2728.461367,2675.735222,2622.277545,2568.088336,2513.167595,2457.515322,2401.131517,2344.01618,2286.169311,2227.59091,2168.280977,2108.239512,2047.466515,2047.584065,2047.690058,2047.784493,2047.86737,2047.938689,2047.998451,2048.046655,2048.083301,2048.10839,2048.121921,2048.123894,2048.11431,2048.093167,2048.060467,2048.01621,2047.960394,2047.893021,2047.81409,2047.723602,2047.621556
RA3LaLTRG100,RD,Advanced,30,LandbasedWind,LTRG10,2860.290991,2749.640039,2631.358743,2505.447103,2371.905118,2230.732789,2081.930116,1925.497099,1761.433737,1589.740031,1410.415981,1223.461587,1028.876848,1021.531573,1013.939967,1006.102029,998.01776,989.6871598,981.1102282,972.2869654,963.2173712,953.9014458,944.339189,934.530601,924.4756816,914.174431,903.626849,892.8329358,881.7926912,870.5061154,858.9732082,847.1939698,835.1684
RM3LaLTRG100,RD,Moderate,30,LandbasedWind,LTRG10,2860.290991,2805.821933,2749.078125,2690.059567,2628.766258,2565.198199,2499.35539,2431.23783,2360.845519,2288.178459,2213.236648,2136.020086,2056.528774,2041.679359,2026.687921,2011.554458,1996.278972,1980.861462,1965.301928,1949.60037,1933.756788,1917.771183,1901.643553,1885.3739,1868.962223,1852.408522,1835.712797,1818.875048,1801.895275,1784.773479,1767.509659,1750.103814,1732.555946
RC3LaLTRG100,RD,Conservative,30,LandbasedWind,LTRG10,2860.290991,2811.233035,2761.619131,2711.449277,2660.723474,2609.441721,2557.604019,2505.210368,2452.260768,2398.755219,2344.69372,2290.076272,2234.902875,2226.338729,2217.736418,2209.095942,2200.417302,2191.700498,2182.945528,2174.152395,2165.321096,2156.451633,2147.544005,2138.598213,2129.614256,2120.592135,2111.531848,2102.433398,2093.296782,2084.122002,2074.909058,2065.657948,2056.368675
RA3CoSeattle,RD,Advanced,30,CommPV,Seattle,"2,052 ","1,813 ","1,720 ","1,628 ","1,535 ","1,443 ","1,350 ","1,258 ","1,166 ","1,073 ",981 ,888 ,796 ,785 ,775 ,764 ,754 ,743 ,733 ,723 ,712 ,702 ,691 ,681 ,670 ,660 ,649 ,639 ,628 ,618 ,607 ,597 ,586 
RM3CoSeattle,RD,Moderate,30,CommPV,Seattle,"2,052 ","1,813 ","1,742 ","1,672 ","1,601 ","1,531 ","1,460 ","1,390 ","1,319 ","1,249 ","1,178 ","1,108 ","1,037 ","1,025 ","1,013 ","1,001 ",989 ,977 ,965 ,953 ,941 ,929 ,917 ,905 ,892 ,880 ,868 ,856 ,844 ,832 ,820 ,808 ,796 
RC3CoSeattle,RD,Conservative,30,CommPV,Seattle,"2,052 ","1,813 ","1,794 ","1,776 ","1,758 ","1,739 ","1,721 ","1,703 ","1,684 ","1,666 ","1,648 ","1,629 ","1,611 ","1,582 ","1,554 ","1,525 ","1,496 ","1,468 ","1,439 ","1,410 ","1,382 ","1,353 ","1,324 ","1,296 ","1,267 ","1,238 ","1,209 ","1,181 ","1,152 ","1,123 ","1,095 ","1,066 ","1,037 "
RA3CoChicago,RD,Advanced,30,CommPV,Chicago,"2,052 ","1,813 ","1,720 ","1,628 ","1,535 ","1,443 ","1,350 ","1,258 ","1,166 ","1,073 ",981 ,888 ,796 ,785 ,775 ,764 ,754 ,743 ,733 ,723 ,712 ,702 ,691 ,681 ,670 ,660 ,649 ,639 ,628 ,618 ,607 ,597 ,586 
RM3CoChicago,RD,Moderate,30,CommPV,Chicago,"2,052 ","1,813 ","1,742 ","1,672 ","1,601 ","1,531 ","1,460 ","1,390 ","1,319 ","1,249 ","1,178 ","1,108 ","1,037 ","1,025 ","1,013 ","1,001 ",989 ,977 ,965 ,953 ,941 ,929 ,917 ,905 ,892 ,880 ,868 ,856 ,844 ,832 ,820 ,808 ,796 
RC3CoChicago,RD,Conservative,30,CommPV,Chicago,"2,052 ","1,813 ","1,794 ","1,776 ","1,758 ","1,739 ","1,721 ","1,703 ","1,684 ","1,666 ","1,648 ","1,629 ","1,611 ","1,582 ","1,554 ","1,525 ","1,496 ","1,468 ","1,439 ","1,410 ","1,382 ","1,353 ","1,324 ","1,296 ","1,267 ","1,238 ","1,209 ","1,181 ","1,152 ","1,123 ","1,095 ","1,066 ","1,037 "
RA3CoKansasy,RD,Advanced,30,CommPV,KansasCity,"2,052 ","1,813 ","1,720 ","1,628 ","1,535 ","1,443 ","1,350 ","1,258 ","1,166 ","1,073 ",981 ,888 ,796 ,785 ,775 ,764 ,754 ,743 ,733 ,723 ,712 ,702 ,691 ,681 ,670 ,660 ,649 ,639 ,628 ,618 ,607 ,597 ,586 
RM3CoKansasy,RD,Moderate,30,CommPV,KansasCity,"2,052 ","1,813 ","1,742 ","1,672 ","1,601 ","1,531 ","1,460 ","1,390 ","1,319 ","1,249 ","1,178 ","1,108 ","1,037 ","1,025 ","1,013 ","1,001 ",989 ,977 ,965 ,953 ,941 ,929 ,917 ,905 ,892 ,880 ,868 ,856 ,844 ,832 ,820 ,808 ,796 
RC3CoKansasy,RD,Conservative,30,CommPV,KansasCity,"2,052 ","1,813 ","1,794 ","1,776 ","1,758 ","1,739 ","1,721 ","1,703 ","1,684 ","1,666 ","1,648 ","1,629 ","1,611 ","1,582 ","1,554 ","1,525 ","1,496 ","1,468 ","1,439 ","1,410 ","1,382 ","1,353 ","1,324 ","1,296 ","1,267 ","1,238 ","1,209 ","1,181 ","1,152 ","1,123 ","1,095 ","1,066 ","1,037 "
RA3CoLosAngs,RD,Advanced,30,CommPV,LosAngeles,"2,052 ","1,813 ","1,720 ","1,628 ","1,535 ","1,443 ","1,350 ","1,258 ","1,166 ","1,073 ",981 ,888 ,796 ,785 ,775 ,764 ,754 ,743 ,733 ,723 ,712 ,702 ,691 ,681 ,670 ,660 ,649 ,639 ,628 ,618 ,607 ,597 ,586 
RM3CoLosAngs,RD,Moderate,30,CommPV,LosAngeles,"2,052 ","1,813 ","1,742 ","1,672 ","1,601 ","1,531 ","1,460 ","1,390 ","1,319 ","1,249 ","1,178 ","1,108 ","1,037 ","1,025 ","1,013 ","1,001 ",989 ,977 ,965 ,953 ,941 ,929 ,917 ,905 ,892 ,880 ,868 ,856 ,844 ,832 ,820 ,808 ,796 
