bus_id,dist,rs,rb
16299,0.0,s253,p121
16300,0.0,s253,p121
16301,0.0,s253,p121
16302,0.0,s322,p122
16303,0.0,s253,p121
16304,0.0,s253,p121
16305,0.0,s253,p121
16306,0.0,s253,p121
16307,0.0,s253,p121
16308,0.0,s253,p121
16309,0.0,s250,p116
16310,0.0,s250,p116
16311,0.0,s317,p123
16312,0.0,s317,p123
16313,0.0,s317,p123
16314,0.0,s317,p123
16315,0.0,s317,p123
16316,0.0,s317,p123
16317,0.0,s317,p123
16318,0.0,s317,p123
16319,0.008706527604646401,s317,p123
16320,0.008706527604646401,s317,p123
16321,0.0,s317,p123
16322,0.0,s317,p123
16323,0.018166918079693038,s317,p123
16324,0.018166918079693038,s317,p123
16325,0.018166918079693038,s317,p123
16326,0.05157719163890338,s317,p123
16327,0.08781059589842796,s317,p123
16328,0.030251159279928466,s317,p123
16329,0.030251159279928466,s317,p123
16330,0.0,s317,p123
16331,0.0646013804512162,s317,p123
16332,0.0646013804512162,s317,p123
16333,0.0,s317,p123
16334,0.0,s317,p123
16335,0.009798429708246884,s317,p123
16336,0.0018023116083817322,s317,p123
16337,0.0018023116083817322,s317,p123
16338,0.0,s317,p123
16339,0.0,s317,p123
16340,0.0,s317,p123
16341,0.0,s317,p123
16342,0.0,s317,p123
16343,0.0,s317,p123
16344,0.017828148156133178,s317,p123
16345,0.0,s317,p123
16346,0.0,s317,p123
16347,0.0,s317,p123
16348,0.0,s317,p123
16349,0.0,s317,p123
16350,0.0,s317,p123
16351,0.0,s317,p123
16352,0.0,s317,p123
16353,0.0,s317,p123
16354,0.014477058518246206,s317,p123
16355,0.0,s317,p123
16356,0.0,s317,p123
16357,0.0,s317,p123
16358,0.0,s317,p123
16359,0.0,s317,p123
16360,0.008686933759078242,s317,p123
16361,0.0,s317,p123
16362,0.0,s317,p123
16363,0.0,s317,p123
16364,0.0,s317,p123
16365,0.0,s317,p123
16366,0.0,s317,p123
16367,0.0,s317,p123
16368,0.0,s317,p123
16369,0.0,s317,p123
16370,0.0,s317,p123
16371,0.0,s317,p123
16372,0.0,s317,p123
16373,0.0,s317,p123
16374,0.0,s317,p123
16375,0.0,s317,p123
16376,0.0,s317,p123
16377,0.0,s317,p123
16378,0.060722417778663856,s317,p123
16379,0.060722417778663856,s317,p123
16380,0.04134255034641774,s317,p123
16381,0.04134255034641774,s317,p123
16382,0.04134255034641774,s317,p123
16383,0.04134255034641774,s317,p123
16384,0.04134255034641774,s317,p123
16385,0.04134255034641774,s317,p123
16386,0.08240675179724431,s317,p123
16387,0.08240675179724431,s317,p123
16388,0.11743106253131876,s317,p123
16389,0.11743106253131876,s317,p123
16390,0.07884216255500939,s317,p123
16391,0.07884216255500939,s317,p123
16392,0.0,s317,p123
16393,0.0,s317,p123
16394,0.0,s317,p123
16395,0.0,s317,p123
16396,0.0,s317,p123
16397,0.0,s317,p123
16398,0.0,s317,p123
16399,0.0,s317,p123
16400,0.0,s317,p123
16401,0.06591827748235479,s316,p123
16402,0.0,s317,p123
16403,0.0,s317,p123
16404,0.009844810019416034,s317,p123
16405,0.0,s317,p123
16406,0.0,s317,p123
16407,0.0,s317,p123
16408,0.0,s317,p123
16409,0.0,s317,p123
16410,0.0,s317,p123
16411,0.0,s317,p123
16412,0.0,s317,p123
16413,0.0,s317,p123
16414,0.0,s317,p123
16415,0.0,s317,p123
16416,0.0,s317,p123
16417,0.0,s317,p123
16418,0.0,s317,p123
16419,0.0,s317,p123
16420,0.0,s317,p123
16421,0.0,s317,p123
16422,0.05129724178485996,s317,p123
16423,0.039106046768598274,s317,p123
16424,0.005950929403328418,s317,p123
16425,0.005950929403328418,s317,p123
16426,0.0,s317,p123
16427,0.0,s317,p123
16428,0.0,s317,p123
16429,0.0,s317,p123
16430,0.0,s317,p123
16431,0.0,s317,p123
16432,0.0,s317,p123
16433,0.0,s317,p123
16434,0.0,s317,p123
16435,0.0,s317,p123
16436,0.0,s317,p123
16437,0.0,s317,p123
16438,0.0,s317,p123
16439,0.0,s317,p123
16440,0.0,s317,p123
16441,0.0,s317,p123
16442,0.0,s317,p123
16443,0.0,s317,p123
16444,0.0,s317,p123
16445,0.09574173809799723,s317,p123
16446,0.03811872330183641,s317,p123
16447,0.03811872330183641,s317,p123
16448,0.08085860139822866,s317,p123
16449,0.030268819682468157,s317,p123
16450,0.030268819682468157,s317,p123
16451,0.0,s317,p123
16452,0.0,s317,p123
16453,0.0,s317,p123
16454,0.0,s317,p123
16455,0.0,s317,p123
16456,0.0,s317,p123
16457,0.0,s317,p123
16458,0.0,s317,p123
16459,0.0,s317,p123
16460,0.0,s317,p123
16461,0.0,s317,p123
16462,0.0,s317,p123
16463,0.00902806710665446,s317,p123
16464,0.02746388712761968,s317,p123
16465,0.008686616503490247,s317,p123
16466,0.008686616503490247,s317,p123
16467,0.05267365054953323,s317,p123
16468,0.05267365054953323,s317,p123
16469,0.0,s326,p122
16470,0.0,s317,p123
16471,0.0,s317,p123
16472,0.0,s317,p123
16473,0.0,s317,p123
16474,0.0,s317,p123
16475,0.0,s317,p123
16476,0.0,s317,p123
16477,0.0,s317,p123
16478,0.0,s317,p123
16479,0.0,s317,p123
16480,0.0,s317,p123
16481,0.0,s317,p123
16482,0.0,s317,p123
16483,0.0,s317,p123
16484,0.0004153245713057776,s317,p123
16485,0.0,s317,p123
16486,0.0,s317,p123
16487,0.0,s317,p123
16488,0.0,s317,p123
16489,0.0,s317,p123
16490,0.0,s317,p123
16491,0.0,s317,p123
16492,0.0,s317,p123
16493,0.0,s317,p123
16494,0.0,s317,p123
16495,0.0,s317,p123
16496,0.0,s317,p123
16497,0.0,s317,p123
16498,0.0,s317,p123
16499,0.0,s317,p123
16500,0.0,s317,p123
16501,0.0,s317,p123
16502,0.0,s317,p123
16503,0.0,s317,p123
16504,0.0,s317,p123
16505,0.0,s317,p123
16506,0.0,s317,p123
16507,0.0,s317,p123
16508,0.0,s317,p123
16509,0.0,s317,p123
16510,0.0,s317,p123
16511,0.0,s317,p123
16512,0.0,s317,p123
16513,0.0,s317,p123
16514,0.0,s317,p123
16515,0.0,s317,p123
16516,0.0,s317,p123
16517,0.0,s317,p123
16518,0.0,s317,p123
16519,0.0,s317,p123
16520,0.0,s317,p123
16521,0.0,s317,p123
16522,0.0,s317,p123
16523,0.0,s317,p123
16524,0.0,s317,p123
16525,0.0,s317,p123
16526,0.0,s317,p123
16527,0.0,s317,p123
16528,0.0,s317,p123
16529,0.0,s317,p123
16530,0.0,s317,p123
16531,0.0,s317,p123
16532,0.0,s317,p123
16533,0.0,s317,p123
16534,0.0,s317,p123
16535,0.0,s317,p123
16536,0.0,s317,p123
16537,0.0,s317,p123
16538,0.0,s317,p123
16539,0.0,s317,p123
16540,0.0,s317,p123
16541,0.0,s317,p123
16542,0.0,s317,p123
16543,0.0,s317,p123
16544,0.0,s317,p123
16545,0.0,s317,p123
16546,0.0,s317,p123
16547,0.0,s317,p123
16548,0.0,s317,p123
16549,0.0,s317,p123
16550,0.0,s317,p123
16551,0.0,s317,p123
16552,0.0,s317,p123
16553,0.0,s317,p123
16554,0.0,s317,p123
16555,0.0,s317,p123
16556,0.025957355941268148,s316,p123
16557,0.0,s317,p123
16558,0.0,s317,p123
16559,0.0,s317,p123
16560,0.0,s317,p123
16561,0.0,s317,p123
16562,0.0,s317,p123
16563,0.0,s326,p122
16564,0.0,s317,p123
16565,0.0,s317,p123
16566,0.0,s317,p123
16567,0.0,s317,p123
16568,0.0,s317,p123
16569,0.0,s317,p123
16570,0.0,s317,p123
16571,0.0,s317,p123
16572,0.0,s317,p123
16573,0.0,s317,p123
16574,0.0,s317,p123
16575,0.0,s317,p123
16576,0.0,s317,p123
16577,0.0,s317,p123
16578,0.0,s317,p123
16579,0.0,s317,p123
16580,0.0,s317,p123
16581,0.0,s317,p123
16582,0.0,s317,p123
16583,0.0,s317,p123
16584,0.0,s317,p123
16585,0.0,s317,p123
16586,0.0,s317,p123
16587,0.0,s317,p123
16588,0.0,s317,p123
16589,0.0,s317,p123
16590,0.020700924009973233,s317,p123
16591,0.0,s317,p123
16592,0.0,s317,p123
16593,0.0,s317,p123
16594,0.0,s317,p123
16595,0.0,s317,p123
16596,0.0,s317,p123
16597,0.0,s317,p123
16598,0.0,s317,p123
16599,0.0,s317,p123
16600,0.0,s317,p123
16601,0.0,s317,p123
16602,0.0070533181210738535,s317,p123
16603,0.0070533181210738535,s317,p123
16604,0.0,s317,p123
16605,0.0,s317,p123
16606,0.04847046404912388,s317,p123
16607,0.0,s317,p123
16608,0.01979368420704016,s317,p123
16609,0.01979368420704016,s317,p123
16610,0.0,s317,p123
16611,0.0,s317,p123
16612,0.0,s317,p123
16613,0.0,s317,p123
16614,0.0,s317,p123
16615,0.0,s317,p123
16616,0.03288185420043406,s317,p123
16617,0.0,s317,p123
16618,0.0,s317,p123
16619,0.0,s317,p123
16620,0.0,s317,p123
16621,0.0,s316,p123
16622,0.0,s316,p123
16623,0.0,s316,p123
16624,0.0,s316,p123
16625,0.0,s316,p123
16626,0.0,s318,p125
16627,0.0,s316,p123
16628,0.0,s316,p123
16629,0.0,s316,p123
16630,0.0,s316,p123
16631,0.0,s317,p123
16632,0.0,s317,p123
16633,0.0,s317,p123
16634,0.0,s317,p123
16635,0.0,s317,p123
16636,0.0,s253,p121
16637,0.0,s253,p121
16638,0.0,s253,p121
16639,0.0,s253,p121
16640,0.0,s253,p121
16641,0.0,s317,p123
16642,0.0,s317,p123
16643,0.0,s317,p123
16644,0.0,s317,p123
16645,0.0,s317,p123
16646,0.0,s317,p123
16647,0.0,s317,p123
16648,0.0,s326,p122
16649,0.0,s317,p123
16650,0.0,s326,p122
16651,0.0,s326,p122
16652,0.0,s253,p121
16653,0.0,s253,p121
16654,0.0,s317,p123
16655,0.0,s317,p123
16656,0.0,s317,p123
16657,0.0,s317,p123
16658,0.0,s317,p123
16659,0.0,s317,p123
16660,0.0,s317,p123
16661,0.0,s317,p123
16662,0.0,s317,p123
16663,0.0,s317,p123
16664,0.0,s317,p123
16665,0.0,s317,p123
16666,0.0,s317,p123
16667,0.0,s317,p123
16668,0.0,s317,p123
16669,0.0,s317,p123
16670,0.0,s317,p123
16671,0.0,s326,p122
16672,0.0,s326,p122
16673,0.026041689861595746,s316,p123
16674,0.026041689861595746,s316,p123
16675,0.02532981810008458,s317,p123
16676,0.02532981810008458,s317,p123
16677,0.0,s317,p123
16678,0.0,s317,p123
16679,0.0,s317,p123
16680,0.0,s319,p125
16681,0.0,s319,p125
16682,0.0,s317,p123
16683,0.0,s317,p123
16684,0.0,s317,p123
16685,0.0,s317,p123
16686,0.0,s317,p123
16687,0.0,s317,p123
16688,0.0,s317,p123
16689,0.0,s317,p123
16690,0.0,s317,p123
16691,0.0,s317,p123
16692,0.0,s327,p122
16693,0.0,s327,p122
16694,0.0,s317,p123
16695,0.0,s317,p123
16696,0.0,s327,p122
16697,0.0,s317,p123
16698,0.0,s317,p123
16699,0.0,s317,p123
16700,0.0,s317,p123
16701,0.0,s317,p123
16702,0.0,s317,p123
16703,0.0,s317,p123
16704,0.0,s317,p123
16705,0.0,s317,p123
16706,0.0,s317,p123
16707,0.0,s317,p123
16708,0.0,s317,p123
16709,0.0,s317,p123
16710,0.0,s317,p123
16711,0.0,s317,p123
16712,0.0,s317,p123
16713,0.0,s317,p123
16714,0.0,s317,p123
16715,0.0,s317,p123
16716,0.0,s317,p123
16717,0.0,s317,p123
16718,0.0,s317,p123
16719,0.0,s317,p123
16720,0.0,s317,p123
16721,0.0,s317,p123
16722,0.0,s317,p123
16723,0.0,s317,p123
16724,0.0,s317,p123
16725,0.0,s317,p123
16726,0.0,s317,p123
16727,0.0,s317,p123
16728,0.0,s317,p123
16729,0.0,s317,p123
16730,0.0,s317,p123
16731,0.0,s317,p123
16732,0.0,s317,p123
16733,0.0,s317,p123
16734,0.0,s317,p123
16735,0.0,s317,p123
16736,0.0,s317,p123
16737,0.0,s317,p123
16738,0.0,s317,p123
16739,0.0,s317,p123
16740,0.0,s317,p123
16741,0.0,s317,p123
16742,0.0,s317,p123
16743,0.0,s317,p123
16744,0.0,s317,p123
16745,0.0,s317,p123
16746,0.0,s317,p123
16747,0.0,s317,p123
16748,0.0,s317,p123
16749,0.0,s317,p123
16750,0.0,s317,p123
16751,0.0,s317,p123
16752,0.0,s317,p123
16753,0.0,s317,p123
16754,0.0,s317,p123
16755,0.0,s317,p123
16756,0.0,s317,p123
16757,0.0,s317,p123
16758,0.0,s317,p123
16759,0.0,s317,p123
16760,0.0,s317,p123
16761,0.0,s317,p123
16762,0.0,s317,p123
16763,0.0,s317,p123
16764,0.0,s317,p123
16765,0.0,s317,p123
16766,0.0,s317,p123
16767,0.0,s317,p123
16768,0.0,s317,p123
16769,0.0,s317,p123
16770,0.0,s317,p123
16771,0.0,s317,p123
16772,0.0,s317,p123
16773,0.0,s317,p123
16774,0.0,s303,p99
16775,0.0,s303,p99
16776,0.0,s303,p99
16777,0.0,s317,p123
16778,0.0,s317,p123
16779,0.0,s317,p123
16780,0.0,s317,p123
16781,0.0,s317,p123
16782,0.0,s317,p123
16783,0.0,s317,p123
16784,0.0,s317,p123
16785,0.0,s317,p123
16786,0.0,s317,p123
16787,0.0,s317,p123
16788,0.0,s317,p123
16789,0.0,s317,p123
16790,0.0,s317,p123
16791,0.0,s317,p123
16792,0.0,s317,p123
16793,0.0,s317,p123
16794,0.0,s317,p123
16795,0.0,s317,p123
16796,0.0,s317,p123
16797,0.0,s317,p123
16798,0.0,s317,p123
16799,0.0,s317,p123
16800,0.0,s316,p123
16801,0.0,s316,p123
16802,0.0,s316,p123
16803,0.0,s316,p123
16804,0.0,s316,p123
16805,0.0,s316,p123
16806,0.0,s316,p123
16807,0.0,s316,p123
16808,0.0,s316,p123
16809,0.0,s316,p123
16810,0.0,s316,p123
16811,0.0,s317,p123
16812,0.0,s317,p123
16813,0.0,s253,p121
16814,0.0,s253,p121
16815,0.0,s253,p121
16816,0.0,s253,p121
16817,0.0,s253,p121
16818,0.0,s253,p121
16819,0.0,s253,p121
16820,0.0,s253,p121
16821,0.0,s253,p121
16822,0.0,s253,p121
16823,0.0,s253,p121
16824,0.0,s253,p121
16825,0.0,s253,p121
16826,0.0,s253,p121
16827,0.0,s253,p121
16828,0.0,s253,p121
16829,0.0,s253,p121
16830,0.0,s253,p121
16831,0.0,s253,p121
16832,0.0,s253,p121
16833,0.0,s317,p123
16834,0.0,s317,p123
16835,0.0,s253,p121
16836,0.0,s302,p99
16837,0.0,s308,p116
16838,0.0,s253,p121
16839,0.0,s253,p121
16840,0.0,s253,p121
16841,0.0,s253,p121
16842,0.0,s253,p121
16843,0.0,s253,p121
16844,0.0,s253,p121
16845,0.0,s253,p121
16846,0.0,s253,p121
16847,0.0,s253,p121
16848,0.0,s253,p121
16849,0.0,s253,p121
16850,0.0,s253,p121
16851,0.0,s253,p121
16852,0.0,s253,p121
16853,0.0,s253,p121
16854,0.0,s253,p121
16855,0.0,s253,p121
16856,0.0,s253,p121
16857,0.0,s253,p121
16858,0.0,s253,p121
16859,0.0,s253,p121
16860,0.0,s317,p123
16861,0.0,s317,p123
16862,0.0,s317,p123
16863,0.009236482282981687,s317,p123
16864,0.0,s317,p123
16865,0.0,s317,p123
16866,0.0,s317,p123
16867,0.0,s317,p123
16868,0.0,s317,p123
16869,0.0,s317,p123
16870,0.0,s317,p123
16871,0.0,s317,p123
16872,0.0,s317,p123
16873,0.0,s317,p123
16874,0.0,s317,p123
16875,0.0,s317,p123
16876,0.0,s317,p123
16877,0.0,s317,p123
16878,0.0,s317,p123
16879,0.0,s317,p123
16880,0.0,s317,p123
16881,0.0,s317,p123
16882,0.0,s317,p123
16883,0.0,s317,p123
16884,0.0,s317,p123
16885,0.0,s317,p123
16886,0.0,s317,p123
16887,0.0,s317,p123
16888,0.0,s317,p123
16889,0.0,s317,p123
16890,0.0,s317,p123
16891,0.0,s317,p123
16892,0.0,s317,p123
16893,0.0,s317,p123
16894,0.0,s317,p123
16895,0.012408683823820418,s317,p123
16896,0.012408683823820418,s317,p123
16897,0.0,s317,p123
16898,0.0,s317,p123
16899,0.0,s317,p123
16900,0.0,s317,p123
16901,0.0,s317,p123
16902,0.0,s317,p123
16903,0.0,s317,p123
16904,0.0,s317,p123
16905,0.0,s317,p123
16906,0.0,s317,p123
16907,0.0,s326,p122
16908,0.0,s317,p123
16909,0.0,s317,p123
16910,0.0,s317,p123
16911,0.0,s317,p123
16912,0.0,s317,p123
16913,0.0,s317,p123
16914,0.0,s317,p123
16915,0.0,s317,p123
16916,0.0,s317,p123
16917,0.0,s317,p123
16918,0.0,s317,p123
16919,0.0,s317,p123
16920,0.0,s317,p123
16921,0.0,s317,p123
16922,0.0,s317,p123
16923,0.0,s317,p123
16924,0.0,s317,p123
16925,0.0,s317,p123
16926,0.0,s317,p123
16927,0.0,s317,p123
16928,0.0,s317,p123
16929,0.0,s317,p123
16930,0.0,s317,p123
16931,0.0,s317,p123
16932,0.0,s317,p123
16933,0.0,s317,p123
16934,0.0,s317,p123
16935,0.0,s317,p123
16936,0.0,s317,p123
16937,0.0,s317,p123
16938,0.0,s317,p123
16939,0.0,s317,p123
16940,0.0,s317,p123
16941,0.0,s317,p123
16942,0.0,s316,p123
16943,0.0,s316,p123
16944,0.0,s316,p123
16945,0.0,s316,p123
16946,0.0,s316,p123
16947,0.0,s316,p123
16948,0.0,s316,p123
16949,0.0,s316,p123
16950,0.0,s316,p123
16951,0.0,s316,p123
16952,0.0,s316,p123
16953,0.0,s316,p123
16954,0.0,s316,p123
16955,0.0,s316,p123
16956,0.0,s317,p123
16957,0.0,s317,p123
16958,0.0,s303,p99
16959,0.0,s317,p123
16960,0.0,s317,p123
16961,0.0,s317,p123
16962,0.0,s317,p123
16963,0.0,s317,p123
16964,0.0,s317,p123
16965,0.0,s317,p123
16966,0.0,s317,p123
16967,0.0,s317,p123
16968,0.0,s317,p123
16969,0.0,s303,p99
16970,0.0,s303,p99
16971,0.0,s317,p123
16972,0.0,s303,p99
16973,0.0,s317,p123
16974,0.0,s317,p123
16975,0.0,s317,p123
16976,0.0,s317,p123
16977,0.0,s317,p123
16978,0.0,s317,p123
16979,0.0,s317,p123
16980,0.0,s317,p123
16981,0.0,s317,p123
16982,0.0,s317,p123
16983,0.0,s317,p123
16984,0.0,s317,p123
16985,0.0,s317,p123
16986,0.0,s317,p123
16987,0.0,s317,p123
16988,0.0,s317,p123
16989,0.0,s317,p123
16990,0.0,s317,p123
16991,0.0,s317,p123
16992,0.0,s302,p99
16993,0.0,s317,p123
16994,0.0,s317,p123
16995,0.0,s317,p123
16996,0.0,s317,p123
16997,0.0,s317,p123
16998,0.0,s317,p123
16999,0.0,s317,p123
17000,0.0,s317,p123
17001,0.0,s317,p123
17002,0.0,s317,p123
17003,0.0,s317,p123
17004,0.0,s317,p123
17005,0.0,s317,p123
17006,0.0,s317,p123
17007,0.0,s317,p123
17008,0.0,s317,p123
17009,0.0,s317,p123
17010,0.0,s317,p123
17011,0.0,s317,p123
17012,0.0,s317,p123
17013,0.0,s317,p123
17014,0.0,s317,p123
17015,0.0,s317,p123
17016,0.0,s317,p123
17017,0.0,s317,p123
17018,0.0,s302,p99
17019,0.0,s303,p99
17020,0.0,s303,p99
17021,0.0,s303,p99
17022,0.0,s317,p123
17023,0.0,s317,p123
17024,0.0,s317,p123
17025,0.0,s317,p123
17026,0.0,s303,p99
17027,0.0,s317,p123
17028,0.0,s317,p123
17029,0.0,s317,p123
17030,0.0,s317,p123
17031,0.0,s317,p123
17032,0.0,s317,p123
17033,0.0,s317,p123
17034,0.0,s317,p123
17035,0.0,s317,p123
17036,0.0,s317,p123
17037,0.0,s317,p123
17038,0.0,s317,p123
17039,0.0,s317,p123
17040,0.0,s317,p123
17041,0.0,s317,p123
17042,0.0,s317,p123
17043,0.0,s317,p123
17044,0.0,s317,p123
17045,0.0,s317,p123
17046,0.0,s317,p123
17047,0.0,s317,p123
17048,0.0,s317,p123
17049,0.0,s317,p123
17050,0.0,s317,p123
17051,0.0,s317,p123
17052,0.0,s317,p123
17053,0.0,s317,p123
17054,0.0,s317,p123
17055,0.0,s317,p123
17056,0.0,s317,p123
17057,0.0,s317,p123
17058,0.0,s317,p123
17059,0.0,s317,p123
17060,0.0,s317,p123
17061,0.0,s317,p123
17062,0.0,s317,p123
17063,0.0,s317,p123
17064,0.0,s317,p123
17065,0.0,s317,p123
17066,0.0,s317,p123
17067,0.0,s317,p123
17068,0.0,s317,p123
17069,0.0,s317,p123
17070,0.0,s317,p123
17071,0.0,s317,p123
17072,0.0,s317,p123
17073,0.0,s317,p123
17074,0.0,s317,p123
17075,0.0,s317,p123
17076,0.0,s317,p123
17077,0.0,s317,p123
17078,0.0,s317,p123
17079,0.0,s317,p123
17080,0.0,s317,p123
17081,0.0,s317,p123
17082,0.0,s317,p123
17083,0.0,s317,p123
17084,0.0,s317,p123
17085,0.0,s317,p123
17086,0.0,s317,p123
17087,0.0,s317,p123
17088,0.0,s317,p123
17089,0.0,s317,p123
17090,0.0,s317,p123
17091,0.0,s317,p123
17092,0.0,s317,p123
17093,0.0,s317,p123
17094,0.0,s317,p123
17095,0.0,s317,p123
17096,0.0,s317,p123
17097,0.0,s317,p123
17098,0.0,s317,p123
17099,0.0,s317,p123
17100,0.0,s317,p123
17101,0.0,s317,p123
17102,0.0,s317,p123
17103,0.0,s317,p123
17104,0.0,s317,p123
17105,0.0,s317,p123
17106,0.0,s317,p123
17107,0.0,s317,p123
17108,0.0,s317,p123
17109,0.0,s317,p123
17110,0.0,s317,p123
17111,0.0,s317,p123
17112,0.0,s317,p123
17113,0.0,s317,p123
17114,0.0,s317,p123
17115,0.0,s317,p123
17116,0.0,s317,p123
17117,0.0,s317,p123
17118,0.0,s317,p123
17119,0.0,s317,p123
17120,0.0,s317,p123
17121,0.0,s317,p123
17122,0.0,s317,p123
17123,0.0,s317,p123
17124,0.0,s317,p123
17125,0.0,s317,p123
17126,0.0,s317,p123
17127,0.0,s317,p123
17128,0.0,s317,p123
17129,0.0,s317,p123
17130,0.0,s317,p123
17131,0.0,s317,p123
17132,0.0,s317,p123
17133,0.0,s317,p123
17134,0.0,s317,p123
17135,0.0,s317,p123
17136,0.0,s317,p123
17137,0.0,s317,p123
17138,0.0,s317,p123
17139,0.0,s317,p123
17140,0.0,s317,p123
17141,0.0,s317,p123
17142,0.0,s317,p123
17143,0.0,s317,p123
17144,0.0,s317,p123
17145,0.0,s317,p123
17146,0.0,s317,p123
17147,0.0,s317,p123
17148,0.0,s317,p123
17149,0.0,s317,p123
17150,0.0,s317,p123
17151,0.0,s317,p123
17152,0.0,s317,p123
17153,0.0,s317,p123
17154,0.0,s317,p123
17155,0.0,s317,p123
17156,0.0,s317,p123
17157,0.0,s317,p123
17158,0.0,s317,p123
17159,0.0,s317,p123
17160,0.0,s317,p123
17161,0.0,s317,p123
17162,0.0,s317,p123
17163,0.0,s317,p123
17164,0.0,s317,p123
17165,0.0,s317,p123
17166,0.0,s317,p123
17167,0.0,s317,p123
17168,0.0,s317,p123
17169,0.0,s316,p123
17170,0.0,s316,p123
17171,0.0,s316,p123
17172,0.057507166540742116,s316,p123
17173,0.0,s316,p123
17174,0.0,s316,p123
17175,0.0,s316,p123
17176,0.0,s316,p123
17177,0.0,s316,p123
17178,0.0,s316,p123
17179,0.07256748864805825,s316,p123
17180,0.05049099857929161,s316,p123
17181,0.10098292816502114,s316,p123
17182,0.0,s318,p125
17183,0.0061258451874381305,s315,p123
17184,0.0,s315,p123
17185,0.07613246977929938,s315,p123
17186,0.0,s315,p123
17187,0.0,s315,p123
17188,0.0,s315,p123
17189,0.0,s315,p123
17190,0.0,s315,p123
17191,0.0,s315,p123
17192,0.0,s315,p123
17193,0.0,s315,p123
17194,0.0,s317,p123
17195,0.0,s317,p123
17196,0.0015009989831343388,s305,p99
17197,0.0,s317,p123
17198,0.0,s317,p123
17199,0.005223728858976759,s317,p123
17200,0.005223728858976759,s317,p123
17201,0.0,s317,p123
17202,0.0,s317,p123
17203,0.0,s317,p123
17204,0.0,s305,p99
17205,0.0,s317,p123
17206,0.0,s317,p123
17207,0.0,s317,p123
17208,0.10766079928389348,s305,p99
17209,0.10766079928389348,s305,p99
17210,0.06273598305270287,s317,p123
17211,0.0788288340711801,s305,p99
17212,0.0788288340711801,s305,p99
17213,0.0788288340711801,s305,p99
17214,0.0,s316,p123
17215,0.0,s316,p123
17216,0.0,s316,p123
17217,0.0,s316,p123
17218,0.0,s316,p123
17219,0.0,s316,p123
17220,0.0,s316,p123
17221,0.011194413855519449,s316,p123
17222,0.0,s316,p123
17223,0.0,s253,p121
17224,0.0,s253,p121
17225,0.0,s253,p121
17226,0.0,s253,p121
17227,0.0,s253,p121
17228,0.0,s253,p121
17229,0.0,s253,p121
17230,0.0,s253,p121
17231,0.0,s253,p121
17232,0.0,s253,p121
17233,0.0,s253,p121
17234,0.0,s253,p121
17235,0.0,s253,p121
17236,0.0,s253,p121
17237,0.0,s254,p120
17238,0.0,s254,p120
17239,0.0,s253,p121
17240,0.0,s253,p121
17241,0.0,s308,p116
17242,0.0,s308,p116
17243,0.0,s308,p116
17244,0.0,s308,p116
17245,0.0,s253,p121
17246,0.0,s253,p121
17247,0.0,s253,p121
17248,0.0,s253,p121
17249,0.0,s315,p123
17250,0.0,s315,p123
17251,0.0,s315,p123
17252,0.0,s315,p123
17253,0.0,s315,p123
17254,0.0,s315,p123
17255,0.0,s316,p123
17256,0.0,s315,p123
17257,0.0,s315,p123
17258,0.0,s315,p123
17259,0.0,s315,p123
17260,0.0,s315,p123
17261,0.0,s315,p123
17262,0.0,s315,p123
17263,0.0,s315,p123
17264,0.0,s315,p123
17265,0.0,s315,p123
17266,0.0,s315,p123
17267,0.0,s315,p123
17268,0.0,s315,p123
17269,0.0,s315,p123
17270,0.0,s315,p123
17271,0.0,s315,p123
17272,0.0,s315,p123
17273,0.01681806964996286,s315,p123
17274,0.0,s315,p123
17275,0.0,s315,p123
17276,0.0,s315,p123
17277,0.0,s315,p123
17278,0.0,s315,p123
17279,0.0,s315,p123
17280,0.0,s315,p123
17281,0.0,s315,p123
17282,0.0,s315,p123
17283,0.018540874374943003,s315,p123
17284,0.0,s315,p123
17285,0.0,s315,p123
17286,0.0,s315,p123
17287,0.0,s315,p123
17288,0.0,s316,p123
17289,0.0,s316,p123
17290,0.0,s316,p123
17291,0.0,s316,p123
17292,0.0,s316,p123
17293,0.0,s316,p123
17294,0.0,s253,p121
17295,0.0,s253,p121
17296,0.0,s253,p121
17297,0.0,s253,p121
17298,0.0,s253,p121
17299,0.0,s253,p121
17300,0.0,s317,p123
17301,0.0,s317,p123
17302,0.0,s317,p123
17303,0.0,s317,p123
17304,0.0,s317,p123
17305,0.0,s317,p123
17306,0.04477884790644443,s317,p123
17307,0.04477884790644443,s317,p123
17308,0.04477884790644443,s317,p123
17309,0.04477884790644443,s317,p123
17310,0.04477884790644443,s317,p123
17311,0.04477884790644443,s317,p123
17312,0.0,s317,p123
17313,0.0,s317,p123
17314,0.0,s317,p123
17315,0.0,s317,p123
17316,0.0,s317,p123
17317,0.0,s317,p123
17318,0.0,s317,p123
17319,0.0,s317,p123
17320,0.0,s317,p123
17321,0.0,s317,p123
17322,0.0,s317,p123
17323,0.0,s317,p123
17324,0.0,s317,p123
17325,0.0,s317,p123
17326,0.0,s317,p123
17327,0.0,s317,p123
17328,0.0,s253,p121
17329,0.0,s253,p121
17330,0.0,s253,p121
17331,0.0,s253,p121
17332,0.0,s253,p121
17333,0.0,s253,p121
17334,0.0,s253,p121
17335,0.0,s253,p121
17336,0.0,s317,p123
17337,0.0,s317,p123
17338,0.0,s317,p123
17339,0.0,s316,p123
