bus_id,name_abbr,dist,lat,lon
345,NEISO,0.0,44.6036,-69.9332
346,NEISO,0.0,44.5789,-69.8735
347,NEISO,0.0,44.5789,-69.8735
348,NEISO,0.0,44.5789,-69.8735
349,NEISO,0.0,44.5369,-69.8545
350,NEISO,0.0,44.4026,-69.9736
351,NEISO,0.0,44.4026,-69.9736
352,NEISO,0.0,44.4215,-69.5366
353,NEISO,0.0,44.3633,-69.4068
354,NEISO,0.0,44.3756,-69.4917
355,NEISO,0.0,44.3756,-69.4917
356,NEISO,0.0,44.3756,-69.4917
357,NEISO,0.0,44.5958,-69.3892
358,NEISO,0.0,44.4684,-69.6058
359,NEISO,0.0,44.4684,-69.6058
360,NEISO,0.0,44.5016,-69.7311
361,NEISO,0.0,44.5928,-69.5487
362,NEISO,0.0,44.5928,-69.5487
363,NEISO,0.0,44.5928,-69.5487
364,NEISO,0.0,44.5265,-69.5992
365,NEISO,0.0,44.5265,-69.5992
366,NEISO,0.0,44.5265,-69.5992
367,NEISO,0.0,44.5892,-69.6202
368,NEISO,0.0,44.5892,-69.6202
369,NEISO,0.0,44.558,-69.6305
370,NEISO,0.0,44.558,-69.6305
371,NEISO,0.0,44.3068,-69.5218
372,NEISO,0.0,44.2724,-69.9625
373,NEISO,0.0,44.3509,-69.9943
374,NEISO,0.0,44.3509,-69.9943
375,NEISO,0.0,44.3509,-69.9943
376,NEISO,0.0,44.3509,-69.9943
377,NEISO,0.0,44.3509,-69.9943
378,NEISO,0.0,44.3509,-69.9943
379,NEISO,0.0,44.2939,-69.9556
380,NEISO,0.0,44.2939,-69.9556
381,NEISO,0.0,44.3126,-69.1212
382,NEISO,0.004500323479168108,44.2524,-68.967
383,NEISO,0.004500323479168108,44.2524,-68.967
384,NEISO,0.0,44.0691,-68.8257
385,NEISO,0.0,44.0691,-68.8257
386,NEISO,0.00670268290687038,44.0231,-69.0634
387,NEISO,0.0,44.053,-69.1689
388,NEISO,0.0,44.1634,-69.1693
389,NEISO,0.0,44.1987,-69.1425
390,NEISO,0.0,44.1987,-69.1425
391,NEISO,0.0,44.1219,-69.143
392,NEISO,0.0,44.1219,-69.143
393,NEISO,0.0,44.1219,-69.143
394,NEISO,0.007112495973178253,43.9513,-69.2847
395,NEISO,0.007112495973178253,43.9513,-69.2847
396,NEISO,0.0,44.0166,-69.2545
397,NEISO,0.0,44.0166,-69.2545
398,NEISO,0.0,44.0166,-69.2545
399,NEISO,0.0,44.2719,-69.3106
400,NEISO,0.0,44.2913,-69.2443
401,NEISO,0.0,44.2913,-69.2443
402,NEISO,0.0,44.2913,-69.2443
403,NEISO,0.0,44.3524,-69.2935
404,NEISO,0.0,44.1194,-69.1867
405,NEISO,0.0,44.1602,-69.2822
406,NEISO,0.0,44.1602,-69.2822
407,NEISO,0.0,44.1602,-69.2822
408,NEISO,0.0,44.1602,-69.2822
409,NEISO,0.0,44.1602,-69.2822
410,NEISO,0.0,44.1602,-69.2822
411,NEISO,0.0,44.0888,-69.2458
412,NEISO,0.0,44.0888,-69.2458
413,NEISO,0.0,43.8256,-69.5995
414,NEISO,0.0007781635157454057,43.8767,-69.5508
415,NEISO,0.0007781635157454057,43.8767,-69.5508
416,NEISO,0.0007781635157454057,43.8767,-69.5508
417,NEISO,0.00029221929072458663,43.8304,-69.709
418,NEISO,0.00029221929072458663,43.8304,-69.709
419,NEISO,0.0,43.9345,-69.5127
420,NEISO,0.0,43.9345,-69.5127
421,NEISO,0.0,44.089,-69.5206
422,NEISO,0.0,43.9522,-69.5949
423,NEISO,0.0,44.2193,-69.5647
424,NEISO,0.0,44.2193,-69.5647
425,NEISO,0.0,44.2894,-69.4723
426,NEISO,0.0,44.2401,-69.4567
427,NEISO,0.0,44.0531,-69.6274
428,NEISO,0.0,44.0531,-69.6274
429,NEISO,0.0,44.0153,-69.5188
430,NEISO,0.0,44.0756,-69.4096
431,NEISO,0.0,44.2161,-69.413
432,NEISO,0.0,44.1506,-69.3932
433,NEISO,0.0,44.1506,-69.3932
434,NEISO,0.0,44.1506,-69.3932
435,NEISO,0.0,44.1506,-69.3932
436,NEISO,0.0,44.1506,-69.3932
437,NEISO,0.0,44.1632,-69.6024
438,NEISO,0.0,44.1632,-69.6024
439,NEISO,0.0,44.2712,-69.599
440,NEISO,0.0,44.0197,-69.7791
441,NEISO,0.0064566246728420635,43.9257,-69.7147
442,NEISO,0.0064566246728420635,43.9257,-69.7147
443,NEISO,0.0,44.6509,-70.8598
444,NEISO,0.0,44.3483,-70.8469
445,NEISO,0.0,44.2957,-70.7829
446,NEISO,0.0,44.2957,-70.7829
447,NEISO,0.0,44.2957,-70.7829
448,NEISO,0.0,44.2957,-70.7829
449,NEISO,0.0,44.2957,-70.7829
450,NEISO,0.0,44.3931,-70.9424
451,NEISO,0.0,44.3931,-70.9424
452,NEISO,0.0,43.9684,-70.8215
453,NEISO,0.0,44.3856,-70.6035
454,NEISO,0.0,44.4068,-70.3085
455,NEISO,0.0,44.4068,-70.3085
456,NEISO,0.0,44.2851,-70.3156
457,NEISO,0.0,44.939,-70.9723
458,NEISO,0.0,44.939,-70.9723
459,NEISO,0.0,44.0035,-70.9117
460,NEISO,0.0,44.0331,-70.9328
461,NEISO,0.0,44.1003,-70.9653
462,NEISO,0.0,43.9182,-70.8867
463,NEISO,0.0,43.9182,-70.8867
464,NEISO,0.0,43.8516,-70.866
465,NEISO,0.0,43.8516,-70.866
466,NEISO,0.0,44.2491,-70.8697
467,NEISO,0.0,44.1576,-70.6247
468,NEISO,0.0,44.2517,-70.4549
469,NEISO,0.0,44.1986,-70.562
470,NEISO,0.0,44.1986,-70.562
471,NEISO,0.0,44.2179,-70.4257
472,NEISO,0.0,44.1876,-70.642
473,NEISO,0.0,44.1876,-70.642
474,NEISO,0.0,44.1876,-70.642
475,NEISO,0.0,44.1625,-70.4352
476,NEISO,0.0,44.1625,-70.4352
477,NEISO,0.0,44.1625,-70.4352
478,NEISO,0.0,43.7901,-71.0265
479,NEISO,0.0,43.7901,-71.0265
480,NEISO,0.0,44.4893,-70.5799
481,NEISO,0.0,44.6,-70.602
482,NEISO,0.0,44.281,-70.5901
483,NEISO,0.0,44.281,-70.5901
484,NEISO,0.0,44.3127,-70.4861
485,NEISO,0.0,44.3127,-70.4861
486,NEISO,0.0,44.3127,-70.4861
487,NEISO,0.0,44.4374,-70.459
488,NEISO,0.0,44.3263,-70.6032
489,NEISO,0.0,44.8388,-68.8018
490,NEISO,0.0,44.8388,-68.8018
