,type
8757,ng
8758,coal
8759,dfo
8760,dfo
8761,ng
8762,ng
8763,ng
8764,dfo
8765,dfo
8766,dfo
8767,dfo
8768,dfo
8769,dfo
8770,dfo
8771,dfo
8772,dfo
8773,dfo
8774,dfo
8775,dfo
8776,ng
8777,ng
8778,ng
8779,dfo
8780,dfo
8781,dfo
8782,dfo
8783,dfo
8784,dfo
8785,dfo
8786,dfo
8787,dfo
8788,ng
8789,ng
8790,ng
8791,ng
8792,ng
8793,ng
8794,wind
8795,ng
8796,ng
8797,ng
8798,ng
8799,dfo
8800,dfo
8801,dfo
8802,ng
8803,coal
8804,dfo
8805,dfo
8806,dfo
8807,dfo
8808,dfo
8809,dfo
8810,dfo
8811,dfo
8812,dfo
8813,dfo
8814,ng
8815,ng
8816,coal
8817,coal
8818,dfo
8819,dfo
8820,dfo
8821,dfo
8822,dfo
8823,dfo
8824,coal
8825,coal
8826,ng
8827,ng
8828,dfo
8829,dfo
8830,ng
8831,ng
8832,hydro
8833,hydro
8834,hydro
8835,hydro
8836,hydro
8837,hydro
8838,hydro
8839,hydro
8840,ng
8841,ng
8842,hydro
8843,hydro
8844,hydro
8845,hydro
8846,coal
8847,wind
8848,coal
8849,dfo
8850,dfo
8851,dfo
8852,dfo
8853,dfo
8854,dfo
8855,dfo
8856,dfo
8857,dfo
8858,dfo
8859,dfo
8860,dfo
8861,dfo
8862,dfo
8863,dfo
8864,coal
8865,coal
8866,coal
8867,coal
8868,coal
8869,coal
8870,coal
8871,wind
8872,ng
8873,ng
8874,ng
8875,ng
8876,ng
8877,ng
8878,ng
8879,wind
8880,ng
8881,ng
8882,ng
8883,ng
8884,ng
8885,coal
8886,coal
8887,coal
8888,coal
8889,ng
8890,ng
8891,ng
8892,coal
8893,dfo
8894,dfo
8895,dfo
8896,dfo
8897,dfo
8898,dfo
8899,dfo
8900,dfo
8901,dfo
8902,ng
8903,ng
8904,ng
8905,ng
8906,hydro
8907,hydro
8908,hydro
8909,hydro
8910,hydro
8911,hydro
8912,ng
8913,ng
8914,ng
8915,ng
8916,ng
8917,ng
8918,ng
8919,coal
8920,coal
8921,nuclear
8922,nuclear
8923,hydro
8924,hydro
8925,hydro
8926,hydro
8927,ng
8928,ng
8929,hydro
8930,hydro
8931,hydro
8932,hydro
8933,hydro
8934,hydro
8935,hydro
8936,hydro
8937,ng
8938,ng
8939,coal
8940,ng
8941,ng
8942,ng
8943,ng
8944,ng
8945,ng
8946,ng
8947,ng
8948,ng
8949,ng
8950,hydro
8951,hydro
8952,hydro
8953,hydro
8954,hydro
8955,hydro
8956,hydro
8957,hydro
8958,ng
8959,hydro
8960,hydro
8961,hydro
8962,hydro
8963,hydro
8964,hydro
8965,ng
8966,ng
8967,hydro
8968,hydro
8969,ng
8970,ng
8971,ng
8972,ng
8973,hydro
8974,hydro
8975,hydro
8976,hydro
8977,hydro
8978,hydro
8979,ng
8980,ng
8981,ng
8982,ng
8983,ng
8984,ng
8985,ng
8986,hydro
8987,hydro
8988,hydro
8989,ng
8990,ng
8991,ng
8992,ng
8993,ng
8994,ng
8995,coal
8996,coal
8997,hydro
8998,hydro
8999,hydro
9000,hydro
9001,hydro
9002,ng
9003,ng
9004,ng
9005,ng
9006,ng
9007,ng
9008,ng
9009,ng
9010,ng
9011,ng
9012,ng
9013,ng
9014,ng
9015,ng
9016,ng
9017,ng
9018,ng
9019,ng
9020,ng
9021,ng
9022,ng
9023,ng
9024,ng
9025,ng
9026,ng
9027,ng
9028,ng
9029,ng
9030,ng
9031,ng
9032,ng
9033,ng
9034,ng
9035,ng
9036,ng
9037,ng
9038,ng
9039,ng
9040,ng
9041,ng
9042,ng
9043,coal
9044,coal
9045,coal
9046,ng
9047,ng
9048,dfo
9049,ng
9050,ng
9051,ng
9052,ng
9053,ng
9054,ng
9055,ng
9056,ng
9057,ng
9058,ng
9059,ng
9060,ng
9061,ng
9062,ng
9063,ng
9064,ng
9065,ng
9066,ng
9067,ng
9068,ng
9069,ng
9070,ng
9071,ng
9072,ng
9073,ng
9074,ng
9075,ng
9076,dfo
9077,ng
9078,ng
9079,ng
9080,ng
9081,ng
9082,ng
9083,ng
9084,nuclear
9085,ng
9086,ng
9087,ng
9088,ng
9089,ng
9090,ng
9091,ng
9092,ng
9093,ng
9094,ng
9095,ng
9096,ng
9097,ng
9098,ng
9099,ng
9100,ng
9101,hydro
9102,hydro
9103,hydro
9104,hydro
9105,hydro
9106,hydro
9107,ng
9108,ng
9109,ng
9110,ng
9111,coal
9112,ng
9113,ng
9114,ng
9115,ng
9116,ng
9117,ng
9118,ng
9119,ng
9120,ng
9121,ng
9122,ng
9123,ng
9124,ng
9125,ng
9126,coal
9127,coal
9128,ng
9129,ng
9130,ng
9131,ng
9132,ng
9133,ng
9134,ng
9135,ng
9136,nuclear
9137,ng
9138,ng
9139,dfo
9140,dfo
9141,dfo
9142,dfo
9143,dfo
9144,ng
9145,ng
9146,ng
9147,ng
9148,ng
9149,ng
9150,ng
9151,ng
9152,dfo
9153,ng
9154,ng
9155,ng
9156,ng
9157,ng
9158,ng
9159,ng
9160,ng
9161,ng
9162,ng
9163,ng
9164,ng
9165,ng
9166,ng
9167,ng
9168,ng
9169,ng
9170,ng
9171,ng
9172,ng
9173,ng
9174,ng
9175,ng
9176,ng
9177,ng
9178,ng
9179,ng
9180,dfo
9181,dfo
9182,dfo
9183,dfo
9184,ng
9185,ng
9186,ng
9187,ng
9188,ng
9189,ng
9190,ng
9191,ng
9192,ng
9193,ng
9194,ng
9195,ng
9196,ng
9197,ng
9198,ng
9199,ng
9200,ng
9201,ng
9202,ng
9203,ng
9204,hydro
9205,hydro
9206,hydro
9207,hydro
9208,hydro
9209,hydro
9210,hydro
9211,ng
9212,ng
9213,ng
9214,ng
9215,coal
9216,ng
9217,ng
9218,ng
9219,ng
9220,ng
9221,coal
9222,coal
9223,coal
9224,ng
9225,ng
9226,ng
9227,ng
9228,ng
9229,ng
9230,ng
9231,ng
9232,ng
9233,ng
9234,ng
9235,coal
9236,coal
9237,coal
9238,ng
9239,ng
9240,ng
9241,ng
9242,ng
9243,ng
9244,ng
9245,ng
9246,ng
9247,ng
9248,ng
9249,ng
9250,ng
9251,ng
9252,ng
9253,ng
9254,ng
9255,ng
9256,ng
9257,ng
9258,ng
9259,ng
9260,ng
9261,ng
9262,ng
9263,ng
9264,ng
9265,ng
9266,ng
9267,ng
9268,ng
9269,ng
9270,ng
9271,ng
9272,ng
9273,ng
9274,ng
9275,ng
9276,wind
9277,ng
9278,ng
9279,ng
9280,ng
9281,ng
9282,ng
9283,ng
9284,ng
9285,wind
9286,ng
9287,ng
9288,ng
9289,wind
9290,wind
9291,wind
9292,wind
9293,wind
9294,wind
9295,wind
9296,ng
9297,ng
9298,ng
9299,ng
9300,coal
9301,coal
9302,ng
9303,ng
9304,ng
9305,ng
9306,ng
9307,ng
9308,wind
9309,wind
9310,wind
9311,wind
9312,wind
9313,wind
9314,wind
9315,wind
9316,ng
9317,ng
9318,ng
9319,ng
9320,ng
9321,wind
9322,wind
9323,wind
9324,ng
9325,ng
9326,ng
9327,ng
9328,ng
9329,ng
9330,wind
9331,wind
9332,ng
9333,ng
9334,ng
9335,ng
9336,ng
9337,ng
9338,ng
9339,wind
9340,ng
9341,ng
9342,ng
9343,ng
9344,ng
9345,wind
9346,wind
9347,wind
9348,wind
9349,wind
9350,wind
9351,ng
9352,ng
9353,solar
9354,solar
9355,solar
9356,solar
9357,ng
9358,hydro
9359,hydro
9360,hydro
9361,hydro
9362,ng
9363,ng
9364,ng
9365,wind
9366,ng
9367,ng
9368,ng
9369,ng
9370,ng
9371,ng
9372,ng
9373,coal
9374,coal
9375,coal
9376,wind
9377,wind
9378,wind
9379,ng
9380,ng
9381,ng
9382,ng
9383,ng
9384,ng
9385,wind
9386,wind
9387,dfo
9388,dfo
9389,dfo
9390,dfo
9391,dfo
9392,dfo
9393,dfo
9394,wind
9395,ng
9396,ng
9397,ng
9398,ng
9399,ng
9400,ng
9401,ng
9402,ng
9403,ng
9404,ng
9405,ng
9406,ng
9407,ng
9408,ng
9409,wind
9410,ng
9411,ng
9412,ng
9413,hydro
9414,hydro
9415,ng
9416,ng
9417,ng
9418,ng
9419,ng
9420,ng
9421,ng
9422,ng
9423,ng
9424,ng
9425,ng
9426,ng
9427,hydro
9428,hydro
9429,hydro
9430,hydro
9431,wind
9432,wind
9433,ng
9434,ng
9435,ng
9436,wind
9437,hydro
9438,hydro
9439,hydro
9440,hydro
9441,hydro
9442,hydro
9443,hydro
9444,hydro
9445,hydro
9446,hydro
9447,coal
9448,coal
9449,coal
9450,dfo
9451,dfo
9452,dfo
9453,dfo
9454,dfo
9455,dfo
9456,dfo
9457,dfo
9458,dfo
9459,dfo
9460,dfo
9461,dfo
9462,dfo
9463,dfo
9464,dfo
9465,dfo
9466,dfo
9467,dfo
9468,dfo
9469,coal
9470,wind
9471,wind
9472,wind
9473,wind
9474,wind
9475,wind
9476,ng
9477,ng
9478,ng
9479,ng
9480,ng
9481,ng
9482,ng
9483,ng
9484,ng
9485,ng
9486,ng
9487,ng
9488,ng
9489,ng
9490,ng
9491,ng
9492,ng
9493,ng
9494,hydro
9495,hydro
9496,hydro
9497,wind
9498,coal
9499,coal
9500,wind
9501,ng
9502,ng
9503,wind
9504,ng
9505,ng
9506,ng
9507,wind
9508,ng
9509,ng
9510,ng
9511,ng
9512,ng
9513,ng
9514,ng
9515,ng
9516,ng
9517,ng
9518,ng
9519,wind
9520,coal
9521,coal
9522,hydro
9523,hydro
9524,ng
9525,ng
9526,ng
9527,ng
9528,ng
9529,hydro
9530,hydro
9531,hydro
9532,wind
9533,wind
9534,coal
9535,coal
9536,ng
9537,wind
9538,ng
9539,ng
9540,ng
9541,ng
9542,ng
9543,ng
9544,ng
9545,ng
9546,hydro
9547,ng
9548,ng
9549,ng
9550,ng
9551,ng
9552,ng
9553,ng
9554,ng
9555,ng
9556,ng
9557,ng
9558,ng
9559,hydro
9560,hydro
9561,ng
9562,ng
9563,wind
9564,wind
9565,ng
9566,ng
9567,ng
9568,ng
9569,ng
9570,ng
9571,wind
9572,wind
9573,hydro
9574,hydro
9575,hydro
9576,hydro
9577,hydro
9578,hydro
9579,wind
9580,ng
9581,ng
9582,coal
9583,coal
9584,wind
9585,ng
9586,ng
9587,ng
9588,ng
9589,ng
9590,ng
9591,ng
9592,ng
9593,ng
9594,ng
9595,ng
9596,ng
9597,ng
9598,ng
9599,ng
9600,ng
9601,ng
9602,ng
9603,dfo
9604,dfo
9605,dfo
9606,dfo
9607,dfo
9608,dfo
9609,ng
9610,ng
9611,ng
9612,dfo
9613,ng
9614,ng
9615,ng
9616,ng
9617,ng
9618,ng
9619,ng
9620,ng
9621,ng
9622,ng
9623,ng
9624,ng
9625,dfo
9626,dfo
9627,dfo
9628,dfo
9629,dfo
9630,dfo
9631,ng
9632,ng
9633,ng
9634,ng
9635,ng
9636,ng
9637,ng
9638,ng
9639,ng
9640,ng
9641,ng
9642,ng
9643,ng
9644,ng
9645,ng
9646,wind
9647,dfo
9648,ng
9649,dfo
9650,dfo
9651,dfo
9652,dfo
9653,dfo
9654,ng
9655,ng
9656,ng
9657,ng
9658,ng
9659,dfo
9660,ng
9661,ng
9662,ng
9663,dfo
9664,dfo
9665,dfo
9666,dfo
9667,dfo
9668,ng
9669,ng
9670,ng
9671,ng
9672,ng
9673,ng
9674,ng
9675,ng
9676,wind
9677,wind
9678,dfo
9679,dfo
9680,ng
9681,ng
9682,ng
9683,ng
9684,wind
9685,wind
9686,ng
9687,ng
9688,ng
9689,ng
9690,ng
9691,ng
9692,ng
9693,ng
9694,ng
9695,wind
9696,ng
9697,dfo
9698,dfo
9699,dfo
9700,ng
9701,ng
9702,dfo
9703,dfo
9704,dfo
9705,dfo
9706,coal
9707,coal
9708,coal
9709,dfo
9710,dfo
9711,dfo
9712,dfo
9713,dfo
9714,dfo
9715,dfo
9716,dfo
9717,dfo
9718,dfo
9719,dfo
9720,dfo
9721,dfo
9722,dfo
9723,dfo
9724,dfo
9725,dfo
9726,dfo
9727,dfo
9728,dfo
9729,dfo
9730,dfo
9731,dfo
9732,dfo
9733,dfo
9734,dfo
9735,dfo
9736,wind
9737,dfo
9738,dfo
9739,dfo
9740,dfo
9741,ng
9742,ng
9743,ng
9744,ng
9745,dfo
9746,dfo
9747,ng
9748,ng
9749,ng
9750,ng
9751,ng
9752,ng
9753,ng
9754,ng
9755,ng
9756,ng
9757,ng
9758,ng
9759,dfo
9760,dfo
9761,ng
9762,ng
9763,ng
9764,ng
9765,ng
9766,ng
9767,ng
9768,wind
9769,coal
9770,coal
9771,coal
9772,dfo
9773,dfo
9774,dfo
9775,dfo
9776,dfo
9777,dfo
9778,ng
9779,ng
9780,ng
9781,ng
9782,dfo
9783,dfo
9784,wind
9785,ng
9786,ng
9787,ng
9788,ng
9789,dfo
9790,dfo
9791,dfo
9792,dfo
9793,dfo
9794,dfo
9795,dfo
9796,dfo
9797,dfo
9798,dfo
9799,wind
9800,nuclear
9801,ng
9802,ng
9803,ng
9804,ng
9805,ng
9806,ng
9807,wind
9808,wind
9809,ng
9810,ng
9811,ng
9812,ng
9813,ng
9814,ng
9815,ng
9816,ng
9817,ng
9818,dfo
9819,dfo
9820,dfo
9821,dfo
9822,ng
9823,ng
9824,ng
9825,wind
9826,coal
9827,coal
9828,coal
9829,ng
9830,ng
9831,ng
9832,ng
9833,ng
9834,ng
9835,ng
9836,ng
9837,ng
9838,ng
9839,dfo
9840,dfo
9841,dfo
9842,dfo
9843,dfo
9844,dfo
9845,dfo
9846,dfo
9847,dfo
9848,dfo
9849,dfo
9850,dfo
9851,coal
9852,dfo
9853,dfo
9854,dfo
9855,dfo
9856,dfo
9857,dfo
9858,wind
9859,wind
9860,dfo
9861,dfo
9862,ng
9863,ng
9864,ng
9865,ng
9866,coal
9867,coal
9868,ng
9869,ng
9870,ng
9871,ng
9872,ng
9873,ng
9874,ng
9875,ng
9876,ng
9877,ng
9878,ng
9879,ng
9880,ng
9881,ng
9882,ng
9883,ng
9884,dfo
9885,dfo
9886,dfo
9887,dfo
9888,dfo
9889,dfo
9890,ng
9891,dfo
9892,dfo
9893,dfo
9894,dfo
9895,dfo
9896,dfo
9897,ng
9898,ng
9899,dfo
9900,dfo
9901,dfo
9902,dfo
9903,dfo
9904,dfo
9905,dfo
9906,ng
9907,ng
9908,ng
9909,ng
9910,ng
9911,coal
9912,coal
9913,dfo
9914,dfo
9915,dfo
9916,dfo
9917,dfo
9918,ng
9919,ng
9920,dfo
9921,dfo
9922,dfo
9923,dfo
9924,dfo
9925,dfo
9926,dfo
9927,dfo
9928,dfo
9929,dfo
9930,dfo
9931,ng
9932,ng
9933,ng
9934,ng
9935,ng
9936,ng
9937,ng
9938,ng
9939,ng
9940,ng
9941,wind
9942,wind
9943,dfo
9944,dfo
9945,dfo
9946,ng
9947,ng
9948,wind
9949,ng
9950,ng
9951,dfo
9952,dfo
9953,dfo
9954,dfo
9955,dfo
9956,dfo
9957,dfo
9958,dfo
9959,dfo
9960,dfo
9961,dfo
9962,dfo
9963,dfo
9964,hydro
9965,hydro
9966,hydro
9967,hydro
9968,hydro
9969,hydro
9970,ng
9971,ng
9972,ng
9973,ng
9974,wind
9975,ng
9976,ng
9977,ng
9978,ng
9979,ng
9980,ng
9981,ng
9982,ng
9983,ng
9984,ng
9985,ng
9986,ng
9987,dfo
9988,dfo
9989,dfo
9990,dfo
9991,dfo
9992,hydro
9993,hydro
9994,hydro
9995,hydro
9996,hydro
9997,ng
9998,ng
9999,ng
10000,ng
10001,coal
10002,coal
10003,dfo
10004,dfo
10005,dfo
10006,dfo
10007,dfo
10008,hydro
10009,hydro
10010,dfo
10011,dfo
10012,dfo
10013,dfo
10014,wind
10015,hydro
10016,hydro
10017,ng
10018,ng
10019,dfo
10020,dfo
10021,dfo
10022,ng
10023,ng
10024,dfo
10025,dfo
10026,dfo
10027,dfo
10028,dfo
10029,dfo
10030,dfo
10031,dfo
10032,hydro
10033,hydro
10034,hydro
10035,dfo
10036,dfo
10037,wind
10038,ng
10039,dfo
10040,coal
10041,coal
10042,coal
10043,dfo
10044,dfo
10045,dfo
10046,wind
10047,wind
10048,wind
10049,dfo
10050,wind
10051,dfo
10052,dfo
10053,dfo
10054,dfo
10055,ng
10056,ng
10057,ng
10058,ng
10059,ng
10060,ng
10061,ng
10062,ng
10063,ng
10064,ng
10065,ng
10066,ng
10067,ng
10068,ng
10069,dfo
10070,dfo
10071,dfo
10072,dfo
10073,dfo
10074,dfo
10075,dfo
10076,nuclear
10077,dfo
10078,dfo
10079,hydro
10080,hydro
10081,dfo
10082,dfo
10083,dfo
10084,dfo
10085,dfo
10086,dfo
10087,dfo
10088,dfo
10089,ng
10090,ng
10091,ng
10092,dfo
10093,dfo
10094,dfo
10095,dfo
10096,hydro
10097,dfo
10098,dfo
10099,dfo
10100,ng
10101,ng
10102,ng
10103,ng
10104,ng
10105,ng
10106,ng
10107,ng
10108,ng
10109,ng
10110,ng
10111,ng
10112,ng
10113,ng
10114,wind
10115,ng
10116,ng
10117,ng
10118,ng
10119,ng
10120,ng
10121,ng
10122,ng
10123,ng
10124,ng
10125,ng
10126,ng
10127,dfo
10128,dfo
10129,ng
10130,ng
10131,ng
10132,ng
10133,ng
10134,ng
10135,wind
10136,ng
10137,ng
10138,ng
10139,ng
10140,ng
10141,ng
10142,ng
10143,ng
10144,ng
10145,dfo
10146,dfo
10147,dfo
10148,dfo
10149,dfo
10150,dfo
10151,dfo
10152,dfo
10153,dfo
10154,dfo
10155,dfo
10156,coal
10157,coal
10158,coal
10159,ng
10160,wind
10161,dfo
10162,dfo
10163,dfo
10164,dfo
10165,wind
10166,ng
10167,ng
10168,ng
10169,ng
10170,ng
10171,ng
10172,ng
10173,ng
10174,ng
10175,ng
10176,ng
10177,ng
10178,ng
10179,ng
10180,dfo
10181,dfo
10182,dfo
10183,dfo
10184,dfo
10185,dfo
10186,dfo
10187,coal
10188,coal
10189,ng
10190,ng
10191,ng
10192,wind
10193,ng
10194,ng
10195,ng
10196,ng
10197,ng
10198,ng
10199,ng
10200,wind
10201,ng
10202,wind
10203,wind
10204,wind
10205,hydro
10206,hydro
10207,coal
10208,coal
10209,dfo
10210,dfo
10211,dfo
10212,ng
10213,ng
10214,hydro
10215,hydro
10216,nuclear
10217,ng
10218,dfo
10219,dfo
10220,dfo
10221,dfo
10222,coal
10223,coal
10224,coal
10225,coal
10226,coal
10227,ng
10228,dfo
10229,dfo
10230,dfo
10231,dfo
10232,ng
10233,ng
10234,ng
10235,ng
10236,ng
10237,ng
10238,coal
10239,ng
10240,ng
10241,ng
10242,ng
10243,ng
10244,ng
10245,ng
10246,ng
10247,wind
10248,dfo
10249,dfo
10250,dfo
10251,hydro
10252,hydro
10253,hydro
10254,wind
10255,wind
10256,dfo
10257,dfo
10258,ng
10259,ng
10260,ng
10261,ng
10262,wind
10263,ng
10264,wind
10265,coal
10266,hydro
10267,hydro
10268,hydro
10269,hydro
10270,hydro
10271,hydro
10272,dfo
10273,dfo
10274,dfo
10275,dfo
10276,dfo
10277,dfo
10278,dfo
10279,dfo
10280,dfo
10281,dfo
10282,dfo
10283,dfo
10284,dfo
10285,dfo
10286,dfo
10287,wind
10288,wind
10289,wind
10290,wind
10291,wind
10292,wind
10293,ng
10294,ng
10295,hydro
10296,hydro
10297,hydro
10298,hydro
10299,hydro
10300,hydro
10301,hydro
10302,hydro
10303,hydro
10304,hydro
10305,hydro
10306,hydro
10307,wind
10308,wind
10309,wind
10310,wind
10311,coal
10312,coal
10313,wind
10314,wind
10315,wind
10316,wind
10317,wind
10318,wind
10319,wind
10320,coal
10321,coal
10322,wind
10323,coal
10324,coal
10325,ng
10326,ng
10327,ng
10328,ng
10329,ng
10330,coal
10331,coal
10332,wind
10333,wind
10334,wind
10335,wind
10336,wind
10337,wind
10338,wind
10339,wind
10340,wind
10341,wind
10342,wind
10343,wind
10344,wind
10345,wind
10346,wind
10347,wind
10348,wind
10349,wind
10350,wind
10351,wind
10352,wind
10353,wind
10354,wind
10355,coal
10356,wind
10357,wind
10358,wind
10359,wind
10360,wind
10361,wind
10362,coal
10363,coal
10364,hydro
10365,hydro
10366,hydro
10367,hydro
10368,hydro
10369,coal
10370,coal
10371,coal
10372,coal
10373,coal
10374,ng
10375,ng
10376,ng
10377,ng
10378,hydro
10379,hydro
10380,hydro
10381,hydro
10382,hydro
10383,coal
10384,coal
10385,coal
10386,coal
10387,coal
10388,coal
10389,coal
10390,hydro
10391,hydro
10392,hydro
10393,hydro
10394,hydro
10395,hydro
10396,hydro
10397,wind
10398,hydro
10399,hydro
10400,wind
10401,wind
10402,hydro
10403,hydro
10404,hydro
10405,hydro
10406,hydro
10407,hydro
10408,hydro
10409,hydro
10410,hydro
10411,hydro
10412,hydro
10413,hydro
10414,hydro
10415,hydro
10416,hydro
10417,hydro
10418,hydro
10419,hydro
10420,hydro
10421,hydro
10422,hydro
10423,ng
10424,ng
10425,hydro
10426,hydro
10427,hydro
10428,wind
10429,hydro
10430,hydro
10431,hydro
10432,hydro
10433,hydro
10434,hydro
10435,hydro
10436,hydro
10437,hydro
10438,hydro
10439,hydro
10440,hydro
10441,solar
10442,wind
10443,hydro
10444,hydro
10445,hydro
10446,hydro
10447,solar
10448,solar
10449,hydro
10450,hydro
10451,solar
10452,solar
10453,solar
10454,solar
10455,solar
10456,solar
10457,solar
10458,wind
10459,ng
10460,ng
10461,ng
10462,ng
10463,wind
10464,hydro
10465,hydro
10466,hydro
10467,hydro
10468,hydro
10469,hydro
10470,nuclear
10471,hydro
10472,hydro
10473,solar
10474,solar
10475,wind
10476,hydro
10477,hydro
10478,hydro
10479,hydro
10480,hydro
10481,hydro
10482,ng
10483,ng
10484,solar
10485,hydro
10486,hydro
10487,hydro
10488,hydro
10489,hydro
10490,hydro
10491,hydro
10492,hydro
10493,hydro
10494,hydro
10495,hydro
10496,hydro
10497,coal
10498,coal
10499,hydro
10500,hydro
10501,hydro
10502,hydro
10503,hydro
10504,hydro
10505,ng
10506,hydro
10507,hydro
10508,hydro
10509,hydro
10510,hydro
10511,hydro
10512,hydro
10513,hydro
10514,ng
10515,ng
10516,ng
10517,ng
10518,ng
10519,ng
10520,hydro
10521,hydro
10522,wind
10523,hydro
10524,hydro
10525,hydro
10526,hydro
10527,hydro
10528,hydro
10529,hydro
10530,hydro
10531,hydro
10532,hydro
10533,hydro
10534,ng
10535,ng
10536,hydro
10537,hydro
10538,ng
10539,ng
10540,ng
10541,wind
10542,hydro
10543,hydro
10544,solar
10545,solar
10546,solar
10547,hydro
10548,hydro
10549,hydro
10550,hydro
10551,hydro
10552,hydro
10553,hydro
10554,hydro
10555,hydro
10556,hydro
10557,hydro
10558,hydro
10559,wind
10560,wind
10561,hydro
10562,hydro
10563,hydro
10564,ng
10565,hydro
10566,hydro
10567,hydro
10568,hydro
10569,wind
10570,wind
10571,wind
10572,wind
10573,ng
10574,ng
10575,ng
10576,hydro
10577,hydro
10578,hydro
10579,hydro
10580,hydro
10581,hydro
10582,ng
10583,ng
10584,hydro
10585,hydro
10586,hydro
10587,hydro
10588,hydro
10589,hydro
10590,hydro
10591,hydro
10592,hydro
10593,hydro
10594,hydro
10595,hydro
10596,hydro
10597,hydro
10598,hydro
10599,ng
10600,ng
10601,ng
10602,solar
10603,solar
10604,solar
10605,solar
10606,hydro
10607,hydro
10608,hydro
10609,hydro
10610,hydro
10611,hydro
10612,hydro
10613,hydro
10614,hydro
10615,hydro
10616,ng
10617,wind
10618,wind
10619,hydro
10620,hydro
10621,hydro
10622,hydro
10623,wind
10624,wind
10625,ng
10626,ng
10627,ng
10628,ng
10629,wind
10630,wind
10631,ng
10632,ng
10633,hydro
10634,hydro
10635,hydro
10636,hydro
10637,hydro
10638,hydro
10639,hydro
10640,hydro
10641,hydro
10642,wind
10643,hydro
10644,hydro
10645,hydro
10646,ng
10647,ng
10648,ng
10649,ng
10650,ng
10651,ng
10652,wind
10653,wind
10654,hydro
10655,hydro
10656,hydro
10657,hydro
10658,hydro
10659,hydro
10660,wind
10661,wind
10662,wind
10663,hydro
10664,hydro
10665,hydro
10666,solar
10667,solar
10668,solar
10669,hydro
10670,hydro
10671,hydro
10672,hydro
10673,hydro
10674,hydro
10675,ng
10676,ng
10677,ng
10678,solar
10679,hydro
10680,hydro
10681,wind
10682,wind
10683,wind
10684,wind
10685,wind
10686,wind
10687,ng
10688,ng
10689,ng
10690,ng
10691,hydro
10692,hydro
10693,hydro
10694,wind
10695,hydro
10696,hydro
10697,ng
10698,ng
10699,ng
10700,ng
10701,hydro
10702,hydro
10703,hydro
10704,hydro
10705,solar
10706,solar
10707,solar
10708,solar
10709,solar
10710,solar
10711,solar
10712,ng
10713,ng
10714,ng
10715,ng
10716,ng
10717,solar
10718,solar
10719,solar
10720,solar
10721,solar
10722,wind
10723,solar
10724,solar
10725,wind
10726,wind
10727,wind
10728,hydro
10729,hydro
10730,hydro
10731,hydro
10732,hydro
10733,hydro
10734,hydro
10735,hydro
10736,hydro
10737,hydro
10738,wind
10739,hydro
10740,hydro
10741,hydro
10742,hydro
10743,hydro
10744,hydro
10745,hydro
10746,hydro
10747,hydro
10748,wind
10749,hydro
10750,hydro
10751,hydro
10752,wind
10753,wind
10754,wind
10755,wind
10756,wind
10757,hydro
10758,hydro
10759,hydro
10760,hydro
10761,hydro
10762,hydro
10763,solar
10764,solar
10765,solar
10766,hydro
10767,wind
10768,wind
10769,wind
10770,ng
10771,ng
10772,ng
10773,ng
10774,ng
10775,ng
10776,ng
10777,ng
10778,ng
10779,hydro
10780,hydro
10781,hydro
10782,hydro
10783,hydro
10784,hydro
10785,hydro
10786,hydro
10787,hydro
10788,hydro
10789,wind
10790,wind
10791,hydro
10792,hydro
10793,hydro
10794,hydro
10795,hydro
10796,hydro
10797,hydro
10798,hydro
10799,hydro
10800,hydro
10801,hydro
10802,hydro
10803,ng
10804,ng
10805,hydro
10806,wind
10807,wind
10808,wind
10809,solar
10810,solar
10811,solar
10812,solar
10813,ng
10814,ng
10815,coal
10816,hydro
10817,hydro
10818,ng
10819,wind
10820,hydro
10821,ng
10822,ng
10823,ng
10824,ng
10825,solar
10826,solar
10827,solar
10828,solar
10829,solar
10830,hydro
10831,hydro
10832,hydro
10833,hydro
10834,hydro
10835,hydro
10836,hydro
10837,hydro
10838,hydro
10839,hydro
10840,hydro
10841,hydro
10842,hydro
10843,hydro
10844,ng
10845,ng
10846,hydro
10847,hydro
10848,hydro
10849,hydro
10850,ng
10851,ng
10852,ng
10853,hydro
10854,hydro
10855,hydro
10856,hydro
10857,hydro
10858,solar
10859,solar
10860,solar
10861,hydro
10862,hydro
10863,hydro
10864,hydro
10865,ng
10866,ng
10867,ng
10868,hydro
10869,hydro
10870,hydro
10871,solar
10872,wind
10873,hydro
10874,hydro
10875,hydro
10876,hydro
10877,hydro
10878,hydro
10879,hydro
10880,hydro
10881,hydro
10882,hydro
10883,hydro
10884,hydro
10885,hydro
10886,hydro
10887,hydro
10888,hydro
10889,hydro
10890,hydro
10891,hydro
10892,hydro
10893,hydro
10894,hydro
10895,hydro
10896,hydro
10897,hydro
10898,hydro
10899,hydro
10900,hydro
10901,hydro
10902,hydro
10903,solar
10904,solar
10905,hydro
10906,hydro
10907,hydro
10908,hydro
10909,hydro
10910,hydro
10911,hydro
10912,hydro
10913,hydro
10914,hydro
10915,hydro
10916,hydro
10917,ng
10918,ng
10919,ng
10920,solar
10921,solar
10922,solar
10923,solar
10924,solar
10925,solar
10926,hydro
10927,hydro
10928,hydro
10929,hydro
10930,hydro
10931,hydro
10932,hydro
10933,hydro
10934,hydro
10935,solar
10936,solar
10937,solar
10938,solar
